Country_Name,Country_Code,Season,Year,GDP,Population,GDP_per_capita,Gold,Silver,Bronze,Total_Medals,Gold_Score,Silver_Score,Bronze_Score,Total_Score,Medal_score_per_GDP,Medal_score_per_capita,cumulative_medal_count
"Hong Kong SAR, China",HKG,Summer,2012,36730876.7,7150100.0,5.137113704703431,0,0,1,1,0,0,1,1,2.7225051233258478e-08,1.3985818380162516e-07,1
Hungary,HUN,Summer,2012,12984836.57,9920362.0,1.308907534825846,8,4,6,18,24,8,6,38,2.926490433294687e-06,3.830505378735171e-06,18
India,IND,Summer,2012,1434018.198,1274487215.0,0.001125172682097,0,2,4,6,0,4,4,8,5.578729761698603e-06,6.277034328665274e-09,6
Ireland,IRL,Summer,2012,49054697.43,4599533.0,10.665147403008088,1,1,4,6,3,2,4,9,1.8346866806879827e-07,1.9567203887872965e-06,6
Italy,ITA,Summer,2012,35051521.27,59539717.0,0.588708227652476,8,9,11,28,24,18,11,53,1.512059907236089e-06,8.901621080933253e-07,28
Jamaica,JAM,Summer,2012,5365242.2930000005,2759817.0,1.944057266478176,4,5,3,12,12,10,3,25,4.659621809180426e-06,9.058571637177393e-06,12
Japan,JPN,Summer,2012,49145280.43,127629000.0,0.3850635860972036,7,14,17,38,21,28,17,66,1.342957033158189e-06,5.171238511623534e-07,38
Kazakhstan,KAZ,Summer,2012,12386699.27,16792090.0,0.7376508385793549,3,1,7,11,9,2,7,18,1.4531716325425891e-06,1.0719332733447712e-06,11
Kenya,KEN,Summer,2012,1289780.822,43725806.0,0.0294970165215479,2,4,7,13,6,8,7,21,1.6281836139753053e-05,4.802655896154321e-07,13
"Korea, Rep.",KOR,Summer,2012,25466760.52,50199853.0,0.5073074719959837,13,9,8,30,39,18,8,65,2.5523466146765337e-06,1.2948245087490594e-06,30
Lithuania,LTU,Summer,2012,14367709.42,2987773.0,4.808835684638693,2,0,3,5,6,0,3,9,6.264046506586434e-07,3.0122770371109185e-06,5
Morocco,MAR,Summer,2012,2907449.219,33352169.0,0.0871742170351799,0,0,1,1,0,0,1,1,3.4394409830619297e-07,2.9983057473713326e-08,1
Mexico,MEX,Summer,2012,10376057.67,115755909.0,0.0896373909516791,1,3,4,8,3,6,4,13,1.252884324032482e-06,1.123052819705299e-07,8
Montenegro,MNE,Summer,2012,6586721.279,620601.0,10.613455793658083,0,1,0,1,0,2,0,2,3.036412071020017e-07,3.222682528710073e-06,1
Norway,NOR,Summer,2012,101524141.9,5018573.0,20.229683198789772,2,1,1,4,6,2,1,9,8.864886549708429e-08,1.793338464938141e-06,4
New Zealand,NZL,Summer,2012,39973380.76,4408100.0,9.068165595154374,6,2,5,13,18,4,5,27,6.754494988079162e-07,6.125087906354211e-06,13
Poland,POL,Summer,2012,13010923.39,38063164.0,0.3418245364468387,3,2,6,11,9,4,6,19,1.4603114191420966e-06,4.991702739162725e-07,11
Qatar,QAT,Summer,2012,98041362.24,1905660.0,51.4474576996946,0,1,1,2,0,2,1,3,3.0599330032320045e-08,1.5742577374767796e-06,2
Romania,ROU,Summer,2012,8930729.912,20058035.0,0.4452445073507948,2,4,1,7,6,8,1,15,1.6795939579188116e-06,7.478299843429329e-07,7
Russian Federation,RUS,Summer,2012,15420875.0,143201721.0,0.1076863803892412,19,21,26,66,57,42,26,125,8.10589541773732e-06,8.728945373498689e-07,66
Singapore,SGP,Summer,2012,55546488.54,5312437.0,10.45593360260084,0,0,2,2,0,0,2,2,3.600587638514296e-08,3.764750527865084e-07,2
Serbia,SRB,Summer,2012,6015945.227999999,7199077.0,0.8356550746713779,1,1,2,4,3,2,2,7,1.1635744234205985e-06,9.723468716892458e-07,4
Slovak Republic,SVK,Summer,2012,17498353.9,5407579.0,3.2358942698756685,0,1,3,4,0,2,3,5,2.857411633445133e-07,9.24628193134118e-07,4
Sweden,SWE,Summer,2012,58037821.32,9519374.0,6.096810706250222,1,4,3,8,3,8,3,14,2.4122201146746973e-07,1.4706849420980834e-06,8
Thailand,THA,Summer,2012,5748631.241,69157023.0,0.0831243305687117,0,2,2,4,0,4,2,6,1.0437267148407789e-06,8.675908446782044e-08,4
Tajikistan,TJK,Summer,2012,959361.905,7956382.0,0.1205776576589711,0,0,1,1,0,0,1,1,1.042359504570905e-06,1.2568526749972537e-07,1
Trinidad and Tobago,TTO,Summer,2012,18961233.59,1430377.0,13.25610911668742,1,1,2,4,3,2,2,7,3.691742927365097e-07,4.893814707591075e-06,4
Tunisia,TUN,Summer,2012,4233894.568,11174383.0,0.378892916772228,2,0,1,3,6,0,1,7,1.6533241174464692e-06,6.264327972291624e-07,3
Turkiye,TUR,Summer,2012,11697480.51,75277439.0,0.1553915843231595,1,1,1,3,3,2,1,6,5.129309679012238e-07,7.970515575058287e-08,3
Uganda,UGA,Summer,2012,796711.135,34273295.0,0.0232458284212241,1,0,0,1,3,0,0,3,3.765480195027022e-06,8.753170653711586e-08,1
Ukraine,UKR,Summer,2012,4004804.443,45593342.0,0.0878374838808701,5,4,10,19,15,8,10,33,8.240102724037055e-06,7.23789890199319e-07,19
United States,USA,Summer,2012,51784418.57,313877662.0,0.1649828096718778,47,27,30,104,141,54,30,225,4.344936299629481e-06,7.168397985582038e-07,104
Uzbekistan,UZB,Summer,2012,2267623.275,29774500.0,0.0761599111655947,0,0,3,3,0,0,3,3,1.3229710741966169e-06,1.0075735948546576e-07,3
"Venezuela, RB",VEN,Summer,2012,12937927.6,29470426.0,0.4390139321365766,1,0,0,1,3,0,0,3,2.31876394176143e-07,1.0179696757691932e-07,1
Australia,AUS,Winter,2014,62513411.22,23475686.0,2.6629002969284903,0,2,1,3,0,4,1,5,7.998283732115938e-08,2.1298632125169849e-07,3
Austria,AUT,Winter,2014,51786377.17,8546356.0,6.059468757210675,4,8,5,17,12,16,5,33,6.372332223911001e-07,3.861294802135553e-06,17
Belarus,BLR,Winter,2014,8341399.679,9448515.0,0.8828265266023285,5,0,1,6,15,0,1,16,1.918143311161676e-06,1.6933877969183518e-06,6
Canada,CAN,Winter,2014,50955998.32,35437435.0,1.43791440661549,10,10,5,25,30,20,5,55,1.0793626229164222e-06,1.5520310654538062e-06,25
China,CHN,Winter,2014,7636116.601,1371860000.0,0.0055662506385491,3,4,2,9,9,8,2,19,2.4881757302542797e-06,1.3849809747350314e-08,9
Czechia,CZE,Winter,2014,19890919.91,10525347.0,1.8898113202348577,2,4,3,9,6,8,3,17,8.546613267219173e-07,1.6151486502060218e-06,9
Finland,FIN,Winter,2014,50327240.29,5461512.0,9.214891460460034,1,3,1,5,3,6,1,10,1.9869955003249002e-07,1.830994786791643e-06,5
France,FRA,Winter,2014,43068548.72,66312067.0,0.6494828267078449,4,4,7,15,12,8,7,27,6.269075880762578e-07,4.071657123883652e-07,15
United Kingdom,GBR,Winter,2014,47447588.93,64602298.0,0.7344566741263601,1,1,3,5,3,2,3,8,1.686070921707423e-07,1.2383460414984e-07,5
Italy,ITA,Winter,2014,35565721.38,60789140.0,0.5850670264458422,0,2,6,8,0,4,6,10,2.811696097249244e-07,1.6450306748869945e-07,8
Japan,JPN,Winter,2014,38475395.25,127276000.0,0.3022989035639083,1,4,3,8,3,8,3,14,3.638689065838771e-07,1.0999717150130425e-07,8
Kazakhstan,KAZ,Winter,2014,12807260.69,17288285.0,0.7408057357916068,0,0,1,1,0,0,1,1,7.808070938860541e-08,5.784263736975645e-08,1
"Korea, Rep.",KOR,Winter,2014,29249575.22,50746659.0,0.5763842545772323,3,3,2,8,9,6,2,17,5.812050216844141e-07,3.349974231801152e-07,8
Norway,NOR,Winter,2014,97019182.75,5137232.0,18.88549762790545,11,6,9,26,33,12,9,54,5.565909593275769e-07,1.0511497242094575e-05,26
Poland,POL,Winter,2014,14182137.5,38011735.0,0.3730989258974893,4,1,1,6,12,2,1,15,1.057668493201395e-06,3.9461497876905643e-07,6
Russian Federation,RUS,Winter,2014,14095648.44,143819667.0,0.0980091856282771,10,10,9,29,30,20,9,59,4.185688955789536e-06,4.10235965850206e-07,29
Slovak Republic,SVK,Winter,2014,18719988.14,5418649.0,3.454733484305774,1,0,0,1,3,0,0,3,1.602565117864439e-07,5.536435373466707e-07,1
Sweden,SWE,Winter,2014,60020360.46,9696110.0,6.190148467787598,2,7,6,15,6,14,6,26,4.331863354490757e-07,2.68148773064662e-06,15
Ukraine,UKR,Winter,2014,3104643.311,45272155.0,0.068577325532659,1,0,1,2,3,0,1,4,1.2883927715070131e-06,8.83545305055613e-08,2
United States,USA,Winter,2014,55123849.79,318386329.0,0.1731351027637873,9,9,10,28,27,18,10,55,9.977532449117429e-07,1.727461105906969e-07,28
Argentina,ARG,Summer,2016,12790242.47,43590368.0,0.2934190064649144,3,1,0,4,9,2,0,11,8.600306073790954e-07,2.5234932634659106e-07,4
Armenia,ARM,Summer,2016,3679951.972,2865835.0,1.2840767078355872,1,3,0,4,3,6,0,9,2.445684092748806e-06,3.140445978222752e-06,4
Australia,AUS,Summer,2016,49875565.14,24190907.0,2.061748455318356,8,11,10,29,24,22,10,56,1.1227942950181875e-06,2.3149194033940108e-06,29
Austria,AUT,Summer,2016,45307587.86,8736668.0,5.1859115923828165,0,0,1,1,0,0,1,1,2.2071358181547653e-08,1.1446011225332129e-07,1
Azerbaijan,AZE,Summer,2016,3880738.731,9757812.0,0.397705831081804,1,7,10,18,3,14,10,27,6.9574382280155615e-06,2.767013752673243e-06,18
Burundi,BDI,Summer,2016,242065.6705,10903327.0,0.0222010832565142,0,1,0,1,0,2,0,2,8.262220726585846e-06,1.8343025023463025e-07,1
Belgium,BEL,Summer,2016,42012622.72,11331422.0,3.7076214017975855,2,2,2,6,6,4,2,12,2.856284426700986e-07,1.059002127005772e-06,6
Belarus,BLR,Summer,2016,5039681.886,9469379.0,0.5322082774382565,1,4,4,9,3,8,4,15,2.9763783388132685e-06,1.584053188704349e-06,9
Brazil,BRA,Summer,2016,8680768.792000001,206859578.0,0.0419645484919243,7,6,6,19,21,12,6,39,4.492689637805066e-06,1.885336921648366e-07,19
Brunei Darussalam,BRN,Summer,2016,26762945.65,425994.0,62.82470093475496,1,1,0,2,3,2,0,5,1.868254737497477e-07,1.1737254515321812e-05,2
Canada,CAN,Summer,2016,42315603.71,36109487.0,1.171869423401113,4,3,15,22,12,6,15,33,7.798541697799636e-07,9.13887256277e-07,22
China,CHN,Summer,2016,8094363.367,1387790000.0,0.0058325563428184,26,18,26,70,78,36,26,140,1.7295986559087224e-05,1.0087981611050665e-07,70
Cote d'Ivoire,CIV,Summer,2016,1980878.142,24213622.0,0.0818084193269391,1,0,1,2,3,0,1,4,2.019306445555196e-06,1.6519626844757058e-07,2
Colombia,COL,Summer,2016,5938463.856000001,47625955.0,0.1246896541182218,3,2,3,8,9,4,3,16,2.6942994666599176e-06,3.359512685887349e-07,8
Cuba,CUB,Summer,2016,8055889.907,11342012.0,0.7102699156904436,5,2,4,11,15,4,4,23,2.8550539127917603e-06,2.0278589019302747e-06,11
Czechia,CZE,Summer,2016,18575232.03,10566332.0,1.7579640721113057,1,2,7,10,3,4,7,14,7.536917965487186e-07,1.3249630997776712e-06,10
Dominican Republic,DOM,Summer,2016,7191076.572,10527592.0,0.683069458998791,0,0,1,1,0,0,1,1,1.3906123651828637e-07,9.498848359624881e-08,1
"Egypt, Arab Rep.",EGY,Summer,2016,3331612.461,99784030.0,0.0333882331771927,0,0,3,3,0,0,3,3,9.0046487552743e-07,3.006493123198171e-08,3
Spain,ESP,Summer,2016,26537159.49,46484062.0,0.570887275083662,7,4,6,17,21,8,6,35,1.3189052887589215e-06,7.52946246393011e-07,17
Estonia,EST,Summer,2016,18295342.93,1315790.0,13.904455065017974,0,0,1,1,0,0,1,1,5.46587185507323e-08,7.599996960001216e-07,1
Ethiopia,ETH,Summer,2016,705616.305,105293228.0,0.0067014405237913,1,2,5,8,3,4,5,12,1.700640973708792e-05,1.1396744337632047e-07,8
Finland,FIN,Summer,2016,43814026.510000005,5495303.0,7.972995576404068,0,0,1,1,0,0,1,1,2.282374115448537e-08,1.819735872617033e-07,1
France,FRA,Summer,2016,37062533.57,66724104.0,0.5554594419132253,10,18,14,42,30,36,14,80,2.158514065124663e-06,1.1989670179759926e-06,42
United Kingdom,GBR,Summer,2016,41146077.36,65611593.0,0.6271159634852944,27,23,17,67,81,46,17,144,3.4997260793562074e-06,2.19473409219008e-06,67
Georgia,GEO,Summer,2016,4062169.888,3727505.0,1.089782545697457,2,1,4,7,6,2,4,12,2.954086197982274e-06,3.219311577046845e-06,7
Hungary,HUN,Summer,2016,13104699.55,9814023.0,1.3353035294496456,8,3,4,15,24,6,4,34,2.594489089221432e-06,3.4644304379559737e-06,15
India,IND,Summer,2016,1714280.3550000002,1338636340.0,0.0012806169261772,0,1,1,2,0,2,1,3,1.7500054709546033e-06,2.241086627007302e-09,2
Ireland,IRL,Summer,2016,62895911.12,4755335.0,13.22638912295348,0,2,0,2,0,4,0,4,6.359713896771993e-08,8.411605070936117e-07,2
Israel,ISR,Summer,2016,37690473.95,8546000.0,4.410305868242453,0,0,2,2,0,0,2,2,5.3063806060204775e-08,2.340276152586005e-07,2
Italy,ITA,Summer,2016,30960731.51,60627498.0,0.5106714367464084,8,12,8,28,24,24,8,56,1.808742793493512e-06,9.23673281058044e-07,28
Jamaica,JAM,Summer,2016,5022704.716999999,2802695.0,1.792098218678807,6,3,2,11,18,6,2,26,5.176493834487145e-06,9.27678537978624e-06,11
Jordan,JOR,Summer,2016,4003404.749,9964656.0,0.4017604570594308,1,0,0,1,3,0,0,3,7.493621524901678e-07,3.010640808874887e-07,1
Japan,JPN,Summer,2016,39375473.16,127076000.0,0.3098576691113979,12,8,21,41,36,16,21,73,1.8539459755408811e-06,5.744593786395543e-07,41
Kazakhstan,KAZ,Summer,2016,7714841.844,17794055.0,0.4335628862561119,2,5,10,17,6,10,10,26,3.3701274148893624e-06,1.4611621690502811e-06,17
Kenya,KEN,Summer,2016,1562076.142,47894670.0,0.0326148221085978,6,6,1,13,18,12,1,31,1.984538343970175e-05,6.47253650562787e-07,13
"Korea, Rep.",KOR,Summer,2016,29288870.44,51217803.0,0.5718494102529154,9,3,9,21,27,6,9,42,1.4339917985584152e-06,8.200273643131472e-07,21
Lithuania,LTU,Summer,2016,15008313.24,2868231.0,5.232602687858823,0,1,3,4,0,2,3,5,3.331486969950795e-07,1.7432347673531176e-06,4
Morocco,MAR,Summer,2016,3132944.58,35107264.0,0.0892392121470929,0,0,1,1,0,0,1,1,3.191885379600299e-07,2.8484133653935553e-08,1
Mexico,MEX,Summer,2016,8875062.256,121519221.0,0.0730342260505438,0,3,2,5,0,6,2,8,9.014021275841292e-07,6.583320674842048e-08,5
Norway,NOR,Summer,2016,70460560.53,5234519.0,13.460751700395011,0,0,4,4,0,0,4,4,5.6769346850383335e-08,7.641580821466118e-07,4
New Zealand,NZL,Summer,2016,40058196.16,4714100.0,8.497527875946627,4,9,5,18,12,18,5,35,8.73728808461654e-07,7.424534905920536e-06,18
Poland,POL,Summer,2016,12378759.44,37970087.0,0.3260134600165651,2,3,6,11,6,6,6,18,1.4541037078267998e-06,4.740573810115316e-07,11
Qatar,QAT,Summer,2016,58467235.57,2595166.0,22.529285436846816,0,1,0,1,0,2,0,2,3.420719280639661e-08,7.706636107285623e-07,1
Romania,ROU,Summer,2016,9404341.874,19702267.0,0.4773228316315072,1,1,2,4,3,2,2,7,7.443370406761544e-07,3.552890639437584e-07,4
Russian Federation,RUS,Summer,2016,8704898.438000001,144342397.0,0.0603072875255078,19,17,20,56,57,34,20,111,1.2751441132896534e-05,7.690048267661788e-07,56
Singapore,SGP,Summer,2016,56860413.24,5607283.0,10.140457194687697,1,0,0,1,3,0,0,3,5.276078433228074e-08,5.350184750796419e-07,1
Serbia,SRB,Summer,2016,5765200.762,7058322.0,0.8167948078877671,2,4,2,8,6,8,2,16,2.775271956782552e-06,2.266827724776512e-06,8
Slovak Republic,SVK,Summer,2016,16563440.5,5430798.0,3.049909147790067,2,2,0,4,6,4,0,10,6.037393016263741e-07,1.8413500189106648e-06,4
Sweden,SWE,Summer,2016,51965157.15,9923085.0,5.236794520050972,2,6,3,11,6,12,3,21,4.041169343408788e-07,2.116277347216113e-06,11
Thailand,THA,Summer,2016,5854461.088,70607037.0,0.0829161134179869,2,2,2,6,6,4,2,12,2.049718978335449e-06,1.699547312826624e-07,6
Tajikistan,TJK,Summer,2016,801391.2831,8725318.0,0.0918466562594051,1,0,0,1,3,0,0,3,3.7434896825869903e-06,3.438270100871969e-07,1
Trinidad and Tobago,TTO,Summer,2016,15991108.79,1469330.0,10.88326569933235,0,0,1,1,0,0,1,1,6.253475059999264e-08,6.805823062212028e-07,1
Tunisia,TUN,Summer,2016,3796167.92,11685667.0,0.3248567599949579,0,0,3,3,0,0,3,3,7.902706263847254e-07,2.567247552065278e-07,3
Turkiye,TUR,Summer,2016,10734379.97,81019394.0,0.1324914867914218,1,3,4,8,3,6,4,13,1.2110620302552977e-06,1.6045540898516225e-07,8
Ukraine,UKR,Summer,2016,2187730.469,45004673.0,0.0486111846429814,2,5,4,11,6,10,4,20,9.141893977982532e-06,4.443982961502688e-07,11
United States,USA,Summer,2016,57866744.93,323071755.0,0.1791142185425649,46,37,38,121,138,74,38,250,4.3202706546293374e-06,7.738219021963093e-07,121
Uzbekistan,UZB,Summer,2016,2704677.188,31847900.0,0.0849248204120208,4,2,7,13,12,4,7,23,8.503787476762643e-06,7.221826242860597e-07,13
Australia,AUS,Winter,2018,57207871.51,24966643.0,2.291372192488994,0,2,1,3,0,4,1,5,8.740055988844115e-08,2.0026721253634299e-07,3
Austria,AUT,Winter,2018,51466556.56,8840521.0,5.821665551159258,5,3,6,14,15,6,6,27,5.246125213083423e-07,3.0541186430075785e-06,14
Belgium,BEL,Winter,2018,47544981.15,11427054.0,4.160738292651807,0,1,0,1,0,2,0,2,4.2065428392750567e-08,1.750232387105198e-07,1
Belarus,BLR,Winter,2018,6360062.473,9438785.0,0.6738221575128579,2,1,0,3,6,2,0,8,1.257849279619804e-06,8.475667154194105e-07,3
Canada,CAN,Winter,2018,46548638.41,37065084.0,1.2558622128038344,11,8,10,29,33,16,10,59,1.267491424353351e-06,1.5917945848982833e-06,29
China,CHN,Winter,2018,9905342.004,1402760000.0,0.0070613233938806,1,6,2,9,3,12,2,17,1.716245637266741e-06,1.211896546807722e-08,9
Czechia,CZE,Winter,2018,23424480.46,10629928.0,2.2036349126729737,2,2,3,7,6,4,3,13,5.549749554616163e-07,1.2229621875143465e-06,7
Spain,ESP,Winter,2018,30379721.11,46797754.0,0.6491704945925396,0,0,2,2,0,0,2,2,6.58333890807729e-08,4.2737093750268447e-08,2
Finland,FIN,Winter,2018,49987626.16,5515525.0,9.063076708019636,1,1,4,6,3,2,4,9,1.8004455685078686e-07,1.6317576296000834e-06,6
France,FRA,Winter,2018,41557854.86,67158348.0,0.6188040072099451,5,4,6,15,15,8,6,29,6.978223514590714e-07,4.3181526740354004e-07,15
United Kingdom,GBR,Winter,2018,43306308.3,66460344.0,0.6516112570828703,1,0,4,5,3,0,4,7,1.616392686143603e-07,1.0532596701575905e-07,5
Hungary,HUN,Winter,2018,16425101.3,9775564.0,1.680220322837639,1,0,0,1,3,0,0,3,1.8264727536261832e-07,3.0688766397519365e-07,1
Italy,ITA,Winter,2018,34622169.67,60421760.0,0.5730082948593355,3,2,5,10,9,4,5,18,5.19898093376769e-07,2.97905919986442e-07,10
Japan,JPN,Winter,2018,39727116.6,126811000.0,0.3132781588348014,4,5,4,13,12,10,4,26,6.544648145946741e-07,2.0502953213837922e-07,13
Kazakhstan,KAZ,Winter,2018,9812626.371,18276452.0,0.5368999612725709,0,0,1,1,0,0,1,1,1.0190951557631664e-07,5.4715214966230864e-08,1
"Korea, Rep.",KOR,Winter,2018,33436923.06,51585058.0,0.6481900836478657,5,8,4,17,15,16,4,35,1.0467470328294018e-06,6.784910467678451e-07,17
Liechtenstein,LIE,Winter,2018,175283631.8,38181.0,4590.86016081297,0,0,1,1,0,0,1,1,5.705039253984695e-09,2.619103742699248e-05,1
Norway,NOR,Winter,2018,82267809.32,5311916.0,15.487407805394511,14,14,11,39,42,28,11,81,9.84589241764436e-07,1.5248735108009992e-05,39
New Zealand,NZL,Winter,2018,43250440.970000006,4900600.0,8.825539927763948,0,0,2,2,0,0,2,2,4.6242303087436014e-08,4.081132922499286e-07,2
Poland,POL,Winter,2018,15504580.48,37974750.0,0.4082865714718333,1,0,1,2,3,0,1,4,2.5798827676503506e-07,1.0533314900032259e-07,2
Slovak Republic,SVK,Winter,2018,19486393.68,5446771.0,3.577604727645058,1,2,0,3,3,4,0,7,3.592250118186056e-07,1.2851651005705949e-06,3
Sweden,SWE,Winter,2018,54589060.39,10175214.0,5.364905385773705,7,6,1,14,21,12,1,34,6.228354134893362e-07,3.3414530642795324e-06,14
Ukraine,UKR,Winter,2018,3096561.768,44622518.0,0.0693945995606971,1,0,0,1,3,0,0,3,9.68816456691459e-07,6.723063005991728e-08,1
United States,USA,Winter,2018,62823309.44,326838199.0,0.1922153213186687,9,8,6,23,27,16,6,49,7.799652778050147e-07,1.4992127649069564e-07,23
Argentina,ARG,Summer,2020,8496424.141999999,45376763.0,0.1872417418139764,0,1,2,3,0,2,2,4,4.707862899907475e-07,8.815084496000739e-08,3
Armenia,ARM,Summer,2020,4505867.364,2805608.0,1.606021712227795,0,2,2,4,0,4,2,6,1.331597118889361e-06,2.1385738848762906e-06,4
Australia,AUS,Summer,2020,51720370.76,25655289.0,2.015973032305346,17,7,22,46,51,14,22,87,1.6821225123019595e-06,3.3911136218344687e-06,46
Austria,AUT,Summer,2020,48809226.88,8916864.0,5.473810846503883,1,1,5,7,3,2,5,10,2.0487929515018778e-07,1.1214705080171684e-06,7
Azerbaijan,AZE,Summer,2020,4229910.649,10093121.0,0.4190884711478244,0,3,4,7,0,6,4,10,2.364116131475287e-06,9.907738151558868e-07,7
Belgium,BEL,Summer,2020,45517794.93,11538604.0,3.944826855137762,3,1,3,7,9,2,3,14,3.075720170876037e-07,1.2133183528960696e-06,7
Belarus,BLR,Summer,2020,6542797.491,9379952.0,0.6975299544176772,1,3,3,7,3,6,3,12,1.8340778568351996e-06,1.2793242438767275e-06,7
Brazil,BRA,Summer,2020,6794489.159,213196304.0,0.0318696385984252,7,6,8,21,21,12,8,41,6.03430207047888e-06,1.92311026179891e-07,21
Brunei Darussalam,BRN,Summer,2020,27179411.99,441725.0,61.530164672590416,0,1,0,1,0,2,0,2,7.358510922664004e-08,4.527703888165714e-06,1
Canada,CAN,Summer,2020,43258263.870000005,38037204.0,1.1372619257188306,7,6,11,24,21,12,11,44,1.0171466920685736e-06,1.1567622057604445e-06,24
China,CHN,Summer,2020,10408669.76,1411100000.0,0.0073762807455176,38,32,18,88,114,64,18,196,1.8830456198468156e-05,1.3889873148607468e-07,88
Cote d'Ivoire,CIV,Summer,2020,2288119.498,26811790.0,0.0853400499556352,0,0,1,1,0,0,1,1,4.37040111267825e-07,3.729702492821255e-08,1
Colombia,COL,Summer,2020,5307215.228,50930662.0,0.1042047171505448,0,4,1,5,0,8,1,9,1.6958046005968386e-06,1.7671083874778614e-07,5
Cuba,CUB,Summer,2020,9499590.202,11300698.0,0.8406197742829691,7,3,5,15,21,6,5,32,3.368566361237653e-06,2.8316834942407983e-06,15
Czechia,CZE,Summer,2020,22992879.38,10697858.0,2.149297493012152,4,4,3,11,12,8,3,23,1.00030968805091e-06,2.149963104763589e-06,11
Dominican Republic,DOM,Summer,2020,7167919.159,10999664.0,0.6516489193669915,0,3,2,5,0,6,2,8,1.1160840158130472e-06,7.272949428273446e-07,5
Ecuador,ECU,Summer,2020,5645199.289999999,17588595.0,0.3209579440540873,2,1,0,3,6,2,0,8,1.4171333178921309e-06,4.548401961612056e-07,3
"Egypt, Arab Rep.",EGY,Summer,2020,3398801.432,107465134.0,0.0316270152512907,1,1,4,6,3,2,4,9,2.6479922937728127e-06,8.374809266045302e-08,6
Spain,ESP,Summer,2020,26959675.44,47365655.0,0.5691819407965539,3,8,6,17,9,16,6,31,1.1498654747900038e-06,6.544826625959252e-07,17
Estonia,EST,Summer,2020,23595243.68,1329522.0,17.747163025508417,1,0,1,2,3,0,1,4,1.6952569145918648e-07,3.0086000833382222e-06,2
Ethiopia,ETH,Summer,2020,918652.5941,117190911.0,0.0078389406333738,1,1,2,4,3,2,2,7,7.619855476332563e-06,5.973159471385968e-08,4
Finland,FIN,Summer,2020,49170752.15,5529543.0,8.892371783707985,0,0,2,2,0,0,2,2,4.0674586264184295e-08,3.6169354320962884e-07,2
France,FRA,Summer,2020,39055282.93,67571107.0,0.5779879102765032,10,12,11,33,30,24,11,65,1.6643074924460674e-06,9.619496096164296e-07,33
United Kingdom,GBR,Summer,2020,40318557.57,67081000.0,0.601042882038133,22,20,22,64,66,40,22,128,3.1747167486775743e-06,1.9081409042799005e-06,64
Georgia,GEO,Summer,2020,4255742.993,3722716.0,1.143182287609369,2,5,1,8,6,10,1,17,3.994602124226537e-06,4.566558394462538e-06,8
Ghana,GHA,Summer,2020,2176579.4590000003,32180401.0,0.0676368035003665,0,0,1,1,0,0,1,1,4.594364776645629e-07,3.1074814760698604e-08,1
"Hong Kong SAR, China",HKG,Summer,2020,46107765.28,7481000.0,6.163315770618901,1,2,3,6,3,4,3,10,2.168832069668244e-07,1.336719689881032e-06,6
Hungary,HUN,Summer,2020,16120989.05,9750149.0,1.6534095068701002,6,7,7,20,18,14,7,39,2.4192064071900104e-06,3.999938872729022e-06,20
India,IND,Summer,2020,1910421.473,1396387127.0,0.0013681173623423,1,2,4,7,3,4,4,11,5.7578917298947255e-06,7.877471646156188e-09,7
Ireland,IRL,Summer,2020,85420190.86,4985382.0,17.13413151890868,2,0,2,4,6,0,2,8,9.365467250139553e-08,1.6046914759992314e-06,4
Israel,ISR,Summer,2020,44846791.6,9215100.0,4.866663584768477,2,0,2,4,6,0,2,8,1.7838511328422437e-07,8.681403348851342e-07,4
Italy,ITA,Summer,2020,31911035.790000003,59438851.0,0.536871679938766,10,10,20,40,30,20,20,70,2.193598492404185e-06,1.1776809077281792e-06,40
Jamaica,JAM,Summer,2020,4897265.897,2820436.0,1.7363506553596677,4,1,4,9,12,2,4,18,3.675520255297259e-06,6.381992004073129e-06,9
Jordan,JOR,Summer,2020,4042769.35,10928721.0,0.3699215443417395,0,1,1,2,0,2,1,3,7.420655843252596e-07,2.7450604695645535e-07,2
Japan,JPN,Summer,2020,39918167.56,126261000.0,0.316155959163954,27,14,17,58,81,28,17,126,3.156457515506255e-06,9.979328533751514e-07,58
Kazakhstan,KAZ,Summer,2020,9121637.138,18755666.0,0.4863403484579007,0,0,8,8,0,0,8,8,8.770355451515002e-07,4.2653777263894556e-07,8
Kenya,KEN,Summer,2020,1936424.589,51985780.0,0.0372491206056733,4,4,2,10,12,8,2,22,1.1361144722584392e-05,4.23192649990055e-07,10
Kyrgyz Republic,KGZ,Summer,2020,1182521.7,6579900.0,0.1797172753385309,0,2,1,3,0,4,1,5,4.228252217274321e-06,7.598899679326434e-07,3
"Korea, Rep.",KOR,Summer,2020,31721298.91,51836239.0,0.6119521694079696,6,4,10,20,18,8,10,36,1.1348841704792598e-06,6.944948301515471e-07,20
Lithuania,LTU,Summer,2020,20339521.27,2794885.0,7.277409006095063,0,1,0,1,0,2,0,2,9.833073126209329e-08,7.155929492626709e-07,1
Morocco,MAR,Summer,2020,3258121.338,36688772.0,0.0888043169719608,1,0,0,1,3,0,0,3,9.207760205276922e-07,8.176888558712187e-08,1
Moldova,MDA,Summer,2020,4500624.464000001,2635130.0,1.7079326120532956,0,0,1,1,0,0,1,1,2.221913887725781e-07,3.794879190020986e-07,1
