Result_ID,Event_Title,Edition_ID,Sport,Result_Location,Result_Detail,Start_Date,End_Date,Time,Year,Season
2014,"50 kilometres, Freestyle, Men",43,Cross Country Skiing,"Canmore Nordic Centre, Canmore","Course Length: ?Height Differential: 130 mIntermediate 1: 15.0 kmIntermediate 2: 25.0 kmIntermediate 3: 40.0 kmMaximum Climb: 56 mTotal Climbing: 1,794 m",1988-02-27,,8:30,1988,Winter
5927,"200 metres Breaststroke, Men",17,Swimming,"Alberca Olímpica Francisco Márquez, Ciudad de México",na,1968-10-21,1968-10-22,na,1968,Summer
1461,"Super G, Men",47,Alpine Skiing,"Snowbasin Ski Resort, Huntsville, Utah (Grizzly)",SUI,2002-02-16,,10:00,2002,Winter
157691,"Coxed Pairs, Men",8,Rowing,"Bassin d'Argenteuil, Paris",na,1924-07-15,1924-07-17,na,1924,Summer
17130,"Middleweight (≤86 kilograms), Men",23,Judo,"Palau Blaugrana, Barcelona",na,1992-07-29,,na,1992,Summer
18069,"Extra-Lightweight (≤48 kilograms), Women",24,Judo,"Georgia World Congress Center, Atlanta, Georgia (Hall H)",na,1996-07-26,,na,1996,Summer
134134,"Light-Heavyweight, Greco-Roman (≤84 kilograms), Men",26,Wrestling,"Olympiako Gymnastirio Ano Liosion, Ano Liossia",na,2004-08-24,2004-08-25,na,2004,Summer
926003,"Individual - First Flight Consolation Championship, Men",3,Golf,"Glen Echo Country Club, Normandy",na,1904-09-22,1904-09-25,na,1904,Summer
313000,"Team All-Around, Men",54,Artistic Gymnastics,"North Greenwich Arena, Greenwich, London",na,2012-07-28,2012-07-30,na,2012,Summer
396039,"Team, Women",59,Table Tennis,"Riocentro Pavilhão 3, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",na,2016-08-12,2016-08-16,na,2016,Summer
158519,"Coxless Fours, Men",17,Rowing,"Pista Olímpico Virgilio Uribe, Canal de Cuemanco, Xochimilco",na,1968-10-13,1968-10-19,na,1968,Summer
59551,"High Jump, Women",14,Athletics,"Melbourne Cricket Ground, Melbourne, Victoria",na,1956-12-01,,na,1956,Summer
61733,"4 x 400 metres Relay, Men",19,Athletics,"Stade olympique, Parc olympique, Montréal, Québec",na,1976-07-30,1976-07-31,na,1976,Summer
357226,"100 metres Backstroke, Women",59,Swimming,"Estádio Aquático Olímpico, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",na,2016-08-07,2016-08-08,na,2016,Summer
28401,"Welterweight (≤67 kilograms), Women",26,Taekwondo,"Kleisto Gymnastirio Falirou, Olympiako Syngrotima Papaliakis Zonis Falirou, Faliro",na,2004-08-28,,na,2004,Summer
51648,"Trap, Men",13,Shooting,"Huopalahden Suomen Metsästysyhdistyksen ampumarata, Huopalahti, Helsinki",na,1952-07-25,1952-07-26,09:00,1952,Summer
24921,"Featherweight (≤57 kilograms), Men",20,Boxing,"Tsentralnaya arena, Sportivny kompleks Olimpiysky, Moskva",na,1980-07-20,1980-08-02,na,1980,Summer
18000699,"Olympic Distance, Women",61,Triathlon,"Odaiba Marine Park, Minato, Tokyo",na,2021-07-27,,6:45,2020,Summer
19008468,"Coxless Fours, Men",61,Rowing,"Sea Forest Waterway, 6-44, 3chome, Uminomori, Koto-ku, Tokyo Bay, Tokyo, Japan",na,2021-07-24,2021-07-28,na,2020,Summer
305148,"Lightweight (≤60 kilograms), Men",54,Boxing,"ExCeL, Newham, London",na,2012-07-29,2012-08-12,na,2012,Summer
158055,"Coxless Fours, Men",12,Rowing,"Henley Royal Regatta Course, Henley-on-Thames",na,1948-08-05,1948-08-09,na,1948,Summer
1060,"500 metres, Women",42,Speed Skating,"Pista za brzo klizanje Zetra, Sarajevo",na,1984-02-10,,16:15-17:45,1984,Winter
56087,"4,000 metres Steeplechase, Men",2,Athletics,"Croix Catelan, Bois de Boulogne, Paris",na,1900-07-16,,na,1900,Summer
133593,"Heavyweight, Greco-Roman (≤97 kilograms), Men",25,Wrestling,"Sydney Exhibition Centre, Sydney Convention and Exhibition Centre, Sydney, New South Wales (Halls 1 & 2)",na,2000-09-24,2000-09-26,09:30-17:00 (all days),2000,Summer
977,"5,000 metres, Men",31,Speed Skating,"James C. Sheffield Speed Skating Oval, Lake Placid",na,1932-02-04,,14:15,1932,Winter
925069,"Long Jump, Professionals, Men",2,Athletics,"Croix Catelan, Bois de Boulogne, Paris",na,1900-07-01,,na,1900,Summer
42878,"Doubles, Mixed",26,Badminton,"Olympiako Gymnastirio Goudiou, Olympiako Syngrotima Goudiou, Athina",na,2004-08-14,2004-08-19,na,2004,Summer
257619,"1,500 metres, Women",53,Athletics,"Beijing Guojia Tiyuchang, Beijing Aolinpike Gongyuan, Beijing",na,2008-08-21,2008-08-23,na,2008,Summer
2424,"Large Hill, Individual, Men",44,Ski Jumping,"Le Praz, Courchevel",TCH,1992-02-16,,na,1992,Winter
261384,"Free Pistol, 50 metres, Men",53,Shooting,"Beijing Shejiguan, Beijing",na,2008-08-12,,na,2008,Summer
185128,"Individual, Men",12,Equestrian Dressage,"Army's Command Central Stadium, Aldershot Military Town",na,1948-08-09,1948-08-10,"09:00-13:00-14:00-17:00 (9/8), 09:00-12:00 (10/8)",1948,Summer
151,"Doubles, Open",44,Luge,"Piste de Bobsleigh et Luge, La Plagne",Curves: 14Length: 1143 mStart Altitude: 1652 mVertical Drop: 92 m,1992-02-14,,na,1992,Winter
256402,"Canadian Doubles, Slalom, Men",26,Canoe Slalom,"Olympiako Kentro Kanoe/Kagiak Slalom, Olympiako Syngrotima Ellenikou, Hellinikon",na,2004-08-19,2004-08-20,na,2004,Summer
19019650,"Two, Men",62,Bobsleigh,"Yanqing National Sliding Centre, West Dazhuangke, Zhangshanying, Yanqing District","Curves: 16Length: 1,615 mStart Altitude: 1,017 mVertical Drop: 121 m",2022-02-14,2022-02-15,na,2022,Winter
62384,"Shot Put, Men",20,Athletics,"Bolshaya arena, Tsentralny stadion imeni V.I. Lenina, Moskva",na,1980-07-28,1980-07-30,na,1980,Summer
51539,"Running Target, Double Shot, Men",5,Shooting,"Bisley Rifle Range, Bisley",na,1908-07-09,1908-07-10,na,1908,Summer
134259,"Flyweight, Freestyle (≤48 kilograms), Women",26,Wrestling,"Olympiako Gymnastirio Ano Liosion, Ano Liossia",na,2004-08-22,2004-08-23,na,2004,Summer
65459,"4 x 400 metres Relay, Men",25,Athletics,"Olympic Stadium, Olympic Park, Sydney, New South Wales",na,2000-09-29,2000-09-30,na,2000,Summer
255521,"Canadian Singles, 1,000 metres, Men",19,Canoe Sprint,"Bassin olympique, Île Notre Dame, Montréal, Québec",na,1976-07-29,1976-07-31,na,1976,Summer
1973,"30 kilometres, Men",40,Cross Country Skiing,"Langlaufstadion, Seefeld",Course Length: ?Height Differential: 174 mIntermediate 1: 10.0 kmIntermediate 2: 20.0 kmMaximum Climb: 55 mTotal Climbing: 825 m,1976-02-05,,9:00,1976,Winter
56094,"Standing High Jump, Men",2,Athletics,"Croix Catelan, Bois de Boulogne, Paris",na,1900-07-16,,na,1900,Summer
64695,"800 metres, Men",24,Athletics,"Centennial Olympic Stadium, Atlanta, Georgia",na,1996-07-28,1996-07-31,na,1996,Summer
64768,"3,000 metres Steeplechase, Men",24,Athletics,"Centennial Olympic Stadium, Atlanta, Georgia",na,1996-07-29,1996-08-02,na,1996,Summer
2031,"50 kilometres, Freestyle, Men",44,Cross Country Skiing,Les Saisies,"Course Length: ?Height Differential: 112 mIntermediate 1: 1.6 kmIntermediate 2: 10.1 kmIntermediate 3: 16.6 kmIntermediate 4: 26.8 kmIntermediate 5: 33.3 kmIntermediate 6: 45.3 kmMaximum Climb: 61 mTotal Climbing: 1,773 m",1992-02-22,,10:00,1992,Winter
132560,"Bantamweight, Greco-Roman (≤57 kilograms), Men",24,Wrestling,"Georgia World Congress Center, Atlanta, Georgia (Hall G)",na,1996-07-19,1996-07-20,na,1996,Summer
19001895,"BMX, Women",61,Cycling BMX Racing,"Ariake Urban Sports Park, Koto, Tokyo",na,2021-07-29,2021-07-30,na,2020,Summer
302271,"Discus Throw, Men",54,Athletics,"Olympic Stadium, Olympic Park, Stratford, London",na,2012-08-06,2012-08-07,na,2012,Summer
309040,"Springboard, Women",54,Diving,"London Aquatics Centre, Olympic Park, Stratford, London",na,2012-08-03,2012-08-05,na,2012,Summer
21907,"Lightweight (≤135 pounds), Men",10,Boxing,"Grand Olympic Auditorium, Los Angeles, California",na,1932-08-09,1932-08-13,na,1932,Summer
25564,"Super-Heavyweight (>91 kilograms), Men",21,Boxing,"Los Angeles Memorial Sports Arena, Los Angeles, California",na,1984-08-03,1984-08-11,11:00-14:00-18:00-21:30 (all days),1984,Summer
261425,"Trap, Women",53,Shooting,"Beijing Shejichang Feidie Bachang, Beijing",na,2008-08-11,,na,2008,Summer
1324,"Giant Slalom, Women",40,Alpine Skiing,"Axamer Lizum, Axams (Birgitzköpfel)",SUI,1976-02-13,,12:30,1976,Winter
358579,"200 metres, Men",59,Athletics,"Estádio Olímpico João Havelange, Engenho de Dentro, Rio de Janeiro",na,2016-08-16,2016-08-18,na,2016,Summer
1099,"5,000 metres, Men",46,Speed Skating,"M-Wave, Nagano",na,1998-02-08,,15:00-18:02,1998,Winter
256022,"Canadian Doubles, 1,000 metres, Men",23,Canoe Sprint,"Canal Olímpico de Cataluña, Castelldefels",na,1992-08-04,1992-08-08,na,1992,Summer
44481,"Doubles, Covered Courts, Men",6,Tennis,"Kungliga tennishallen, Stockholm",na,1912-05-06,1912-05-11,na,1912,Summer
65103,"5,000 metres, Women",24,Athletics,"Centennial Olympic Stadium, Atlanta, Georgia",na,1996-07-26,1996-07-28,na,1996,Summer
132402,"Super-Heavyweight, Freestyle (≤130 kilograms), Men",24,Wrestling,"Georgia World Congress Center, Atlanta, Georgia (Hall G)",na,1996-08-01,1996-08-02,na,1996,Summer
56142,"Standing High Jump, Men",3,Athletics,"Francis Field, Washington University, St. Louis",na,1904-08-31,,na,1904,Summer
43524,"Duet, Women",25,Artistic Swimming,"Sydney International Aquatic Centre, Olympic Park, Sydney, New South Wales",na,2000-09-24,2000-09-26,na,2000,Summer
30305,"Featherweight (≤62 kilograms), Men",26,Weightlifting,"Olympiako Gymnastirio Arsis Varon Nikaias, Nikaia",na,2004-08-16,,"10:30 (A), 20:00 (B)",2004,Summer
1021,"500 metres, Men",38,Speed Skating,"L'Anneau de Vitesse, Grenoble",na,1968-02-14,,10:00,1968,Winter
65115,"100 metres Hurdles, Women",24,Athletics,"Centennial Olympic Stadium, Atlanta, Georgia",na,1996-07-29,1996-07-31,na,1996,Summer
126127,"Lightweight, Greco-Roman (≤70 kilograms), Men",17,Wrestling,"Pista de Hielo Insurgentes, Ciudad de México",na,1968-10-23,1968-10-26,na,1968,Summer
19020782,"Halfpipe, Women",62,Snowboarding,"Genting Snow Park, Chongli District, Zhangjiakou City, Hebei Province",Course Name: Secret Garden Olympic HalfpipeHalfpipe Inclination: 18°Halfpipe Length: 220mInclination of Vert: 82°Inner Height of Walls: 7.2mWidth from Wall to Wall: 22.0m,2022-02-09,2022-02-10,na,2022,Winter
19004326,"Featherweight (≤68 kilograms), Men",61,Taekwondo,"Makuhari Messe, 2-1, Nakase, Mihama-ku, Chiba, Chiba Prefecture, Japan",na,2021-07-25,,na,2020,Summer
9000815,"Large Hill, Individual, Men",60,Ski Jumping,"Alpensia Ski Jumping Centre, Alpensia Resort, Mountain Cluster, Daegwallyeong",K-Point: 125 m,2018-02-16,2018-02-17,na,2018,Winter
759,"1,500 metres, Men",47,Short Track Speed Skating,"Salt Lake Ice Center, Salt Lake City, Utah",na,2002-02-20,,na,2002,Winter
154905,"Individual Pursuit, 3,000 metres, Women",24,Cycling Track,"Stone Mountain Velodrome, Stone Mountain, Georgia",na,1996-07-25,1996-07-28,na,1996,Summer
51911,"Sporting Pistol, 25 metres, Women",24,Shooting,"Wolf Creek Shooting Complex, Atlanta, Georgia",na,1996-07-26,,na,1996,Summer
19001950,"Individual, Women",61,Rhythmic Gymnastics,"Ariake Gymnastics Centre, 10-1, 1chome, Ariake, Koto-ku, Tokyo, Japan",na,2021-08-06,2021-08-07,na,2020,Summer
29915,"Lightweight (≤67½ kilograms), Men",22,Weightlifting,"Olympic Weightlifting Gymnasium, Ol-lim-pik Gong-won, Seoul",na,1988-09-21,,17:00-21:00,1988,Summer
51923,"Double Trap, Women",24,Shooting,"Wolf Creek Shooting Complex, Atlanta, Georgia",na,1996-07-23,,na,1996,Summer
355910,"Middleweight, Freestyle (≤63 kilograms), Women",59,Wrestling,"Arena Carioca 2, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",na,2016-08-18,,na,2016,Summer
18001424,"Half-Heavyweight (≤78 kilograms), Women",61,Judo,"Nippon Budokan, Chiyoda, Tokyo",na,2021-07-29,,na,2020,Summer
356951,"Omnium, Women",59,Cycling Track,"Velódromo Olímpico do Rio, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",na,2016-08-15,2016-08-16,na,2016,Summer
62818,"Pole Vault, Men",21,Athletics,"Los Angeles Memorial Coliseum, Los Angeles, California",na,1984-08-06,1984-08-08,na,1984,Summer
18688,"Half-Heavyweight (≤100 kilograms), Men",25,Judo,"Sydney Exhibition Centre, Sydney Convention and Exhibition Centre, Sydney, New South Wales (Hall 1 & 2)",na,2000-09-21,,15:00-18:30-20:30-22:00,2000,Summer
59570,"Long Jump, Women",14,Athletics,"Melbourne Cricket Ground, Melbourne, Victoria",na,1956-11-27,,na,1956,Summer
925770,"Shot Put - AAU Championship, Men",3,Athletics,"Francis Field, Washington University, St. Louis",na,1904-06-04,,na,1904,Summer
120197,"Middleweight, Freestyle (≤73 kilograms), Men",5,Wrestling,"White City Stadium, London",na,1908-07-21,1908-07-22,"10:00-18:00 (21 July), 15:00 (22 July)",1908,Summer
355864,"Lightweight, Freestyle (≤58 kilograms), Women",59,Wrestling,"Arena Carioca 2, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",na,2016-08-17,,na,2016,Summer
58614,"50 kilometres Race Walk, Men",12,Athletics,"Empire Stadium, Wembley, London",na,1948-07-31,,na,1948,Summer
7055,"200 metres Butterfly, Men",21,Swimming,"Olympic Swim Stadium, University of Southern California, Los Angeles, California",na,1984-08-03,,na,1984,Summer
63155,"Long Jump, Women",21,Athletics,"Los Angeles Memorial Coliseum, Los Angeles, California",na,1984-08-08,1984-08-09,na,1984,Summer
353600,"Kayak Singles, Slalom, Women",59,Canoe Slalom,"Estádio de Canoagem Slalom, Parque Olímpico de Deodoro, Deodoro, Rio de Janeiro",na,2016-08-08,2016-08-11,na,2016,Summer
930020,"Shiai - Red-White (6, High School), Open",16,Kendo,"Nippon Budokan, Chiyoda, Tokyo",na,1964-10-15,,na,1964,Summer
70844,"Team All-Around, Men",26,Artistic Gymnastics,"Olympiako Kleisto Gymnastirio, Olympiako Athletiko Kentro Athinon Spiros Loues, Maroussi",na,2004-08-14,2004-08-16,na,2004,Summer
51649,"Rapid-Fire Pistol, 25 metres, Men",14,Shooting,"Merrett Rifle Range, Williamstown, Victoria",na,1956-12-04,1956-12-05,09:00,1956,Summer
51634,"Rapid-Fire Pistol, 25 metres, Men",11,Shooting,"Schießstände (Deutsche Versuchsanstalt für Handfeuerwaffen), Wannsee",na,1936-08-06,,"08:30, 15:00",1936,Summer
925798,"Pole Vault - Olympic Interscholastic Handicap Meet, Boys",3,Athletics,"Francis Field, Washington University, St. Louis",na,1904-06-29,,na,1904,Summer
382,"Four, Men",42,Bobsleigh,Trebević,Curves: 13Length: 1300 mStart Altitude: 1109 mVertical Drop: 126 m,1984-02-17,1984-02-18,na,1984,Winter
925726,"1 mile, Handicap - AAU Handicap Meet, Men",3,Athletics,"Francis Field, Washington University, St. Louis",na,1904-06-02,,na,1904,Summer
70271,"Rings, Men",16,Artistic Gymnastics,"Tōkyō Taiikukan, Shibuya, Tokyo",na,1964-10-18,1964-10-22,na,1964,Summer
66273,"Javelin Throw, Men",26,Athletics,"Olympiako Stadio, Olympiako Athletiko Kentro Athinon Spiros Loues, Maroussi",na,2004-08-26,2004-08-28,na,2004,Summer
11159,"Skiff (49er), Open",26,Sailing,"Olympiako Kentro Istioploias Agiou Kosma, Athina",na,2004-08-17,2004-08-26,na,2004,Summer
59264,"200 metres, Men",14,Athletics,"Melbourne Cricket Ground, Melbourne, Victoria",na,1956-11-26,1956-11-27,na,1956,Summer
357969,"Épée, Individual, Women",59,Fencing,"Arena Carioca 3, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",na,2016-08-06,,na,2016,Summer
1895,"18 kilometres, Men",32,Cross Country Skiing,"Olympia-Skistadion, Garmisch-Partenkirchen",Course Length: ?Height Differential: 275 mMaximum Climb: ?Total Climbing: ?,1936-02-12,,10:02,1936,Winter
4630,"4 x 200 metres Freestyle Relay, Men",6,Swimming,"Simstadion, Djurgårdsbrunnsviken, Stockholm",na,1912-07-12,1912-07-15,na,1912,Summer
185043,"Individual, Men",7,Equestrian Vaulting,"Olympisch Stadion, Antwerpen",na,1920-09-11,,15:00,1920,Summer
256367,"Canadian Singles, 1,000 metres, Men",26,Canoe Sprint,"Olympiako Kopelatodramio Skhoinia, Schinias National Park",na,2004-08-23,2004-08-27,na,2004,Summer
331000,"Flyweight (≤48 kilograms), Women",54,Weightlifting,"ExCeL, Newham, London (South Arena 3)",na,2012-07-28,,15:30,2012,Summer
900044,"Canne de combat, Men",8,Canne De Combat,"Vélodrome d'Hiver, Paris",na,1924-07-19,,na,1924,Summer
56454,"Standing High Jump, Men",5,Athletics,"White City Stadium, London",na,1908-07-23,,na,1908,Summer
1580,"15 kilometres, Women",46,Biathlon,"Nozawa Onsen Resort, Nozawa Onsen","Course Length: 15,000 mHeight Differential: 88 mMaximum Climb: 28 mShooting 1: Prone at 3.0 km, 50 m rangeShooting 2: Standing at 6.0 km, 50 m rangeShooting 3: Prone at 9.0 km, 50 m rangeShooting 4: Standing at 12.0 km, 50 m rangeTotal Climbing: 488 m",1998-02-09,,13:00,1998,Winter
126916,"Bantamweight, Greco-Roman (≤57 kilograms), Men",18,Wrestling,"Ringer-Judo-Halle, Messegelände (Halle 14), München",na,1972-09-05,1972-09-10,na,1972,Summer
356813,"Team Pursuit, 4,000 metres, Men",59,Cycling Track,"Velódromo Olímpico do Rio, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",na,2016-08-11,2016-08-12,na,2016,Summer
185324,"Team, Open",20,Equestrian Dressage,"Konnosportivny kompleks profsoyuzov, Bittsevsky park, Moskva",na,1980-07-31,,09:00,1980,Summer
86883,"Foil, Individual, Women",14,Fencing,"Town Hall, St. Kilda, Victoria",na,1956-11-29,,na,1956,Summer
59403,"Long Jump, Men",14,Athletics,"Melbourne Cricket Ground, Melbourne, Victoria",na,1956-11-24,,na,1956,Summer
154607,"Individual Pursuit, 4,000 metres, Men",22,Cycling Track,"Bel-lo-deu-rom, Ol-lim-pik Gong-won, Seoul",na,1988-09-20,1988-09-22,na,1988,Summer
356485,"Welterweight (≤69 kilograms), Men",59,Boxing,"Riocentro Pavilhão 6, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",na,2016-08-07,2016-08-17,na,2016,Summer
154152,"1,000 metres Time Trial, Men",18,Cycling Track,"Radstadion, Olympiapark, München",na,1972-08-31,,20:00,1972,Summer
1325,"Slalom, Women",40,Alpine Skiing,"Axamer Lizum, Axams",Jacques Fourno,1976-02-11,,na,1976,Winter
257754,"Shot Put, Women",53,Athletics,"Beijing Guojia Tiyuchang, Beijing Aolinpike Gongyuan, Beijing",na,2008-08-16,,na,2008,Summer
1206,"Slalom, Men",35,Alpine Skiing,"Col Drusciè, Cortina d'Ampezzo",Fred Rössner,1956-01-31,,10:30,1956,Winter
46,"Singles, Men1",38,Luge,"Piste de Luge, Villard-de-Lans",Curves: 14Length: 1000 mStart Altitude: 1110 mVertical Drop: 110 m,1968-02-11,1968-02-13,na,1968,Winter
924040,"Ice Hockey, Women",57,Ice Hockey,"Canada Hockey Place, Vancouver / UBC Thunderbird Arena, University Endowment Lands",na,2010-02-13,2010-02-25,na,2010,Winter
202,"Doubles, Open",47,Luge,"Utah Olympic Park, Park City, Utah (Bobsleigh/Skeleton/Luge Track)",Curves: 12Length: 1140 mStart Altitude: ?Vertical Drop: 77 m,2002-02-15,,na,2002,Winter
95714,"Sabre, Team, Men",17,Fencing,"Sala de Armas Fernando Montes de Oca, Ciudad Deportiva Magdalena Mixhuca, Ciudad de México",na,1968-10-20,1968-10-21,na,1968,Summer
395735,"Skeet, Men",59,Shooting,"Centro Olímpico de Tiro, Parque Olímpico de Deodoro, Deodoro, Rio de Janeiro",na,2016-08-07,2016-08-08,na,2016,Summer
359093,"3,000 metres Steeplechase, Women",59,Athletics,"Estádio Olímpico João Havelange, Engenho de Dentro, Rio de Janeiro",na,2016-08-13,2016-08-15,na,2016,Summer
70909,"Uneven Bars, Women",26,Artistic Gymnastics,"Olympiako Kleisto Gymnastirio, Olympiako Athletiko Kentro Athinon Spiros Loues, Maroussi",na,2004-08-15,2004-08-22,na,2004,Summer
535,"500 metres, Men",45,Short Track Speed Skating,"OL-Amfi, Hamar",na,1994-02-24,1994-02-26,na,1994,Winter
57032,"100 metres, Men",7,Athletics,"Olympisch Stadion, Antwerpen",na,1920-08-15,1920-08-16,na,1920,Summer
57990,"110 metres Hurdles, Men",10,Athletics,"Los Angeles Memorial Coliseum, Los Angeles, California",na,1932-08-02,1932-08-03,na,1932,Summer
6105,"100 metres Butterfly, Women",17,Swimming,"Alberca Olímpica Francisco Márquez, Ciudad de México",na,1968-10-20,1968-10-21,na,1968,Summer
154569,"Sprint, Men",22,Cycling Track,"Bel-lo-deu-rom, Ol-lim-pik Gong-won, Seoul",na,1988-09-21,1988-09-24,na,1988,Summer
22629,"Welterweight (≤67 kilograms), Men",13,Boxing,"Messuhalli I, Helsinki",na,1952-07-29,1952-08-02,na,1952,Summer
350025,"20 kilometres, Men",58,Biathlon,"Kompleks Dlya Sorevnovaniy Po Lyzhnym Gonkam i Biatlonu Laura, Mountain Cluster, Krasnaya Polyana","Course Length: 19,836 mHeight Differential: 57 mMaximum Climb: 28 mShooting 1: Prone at 3.950 km, 50 m rangeShooting 2: Standing at 7.895 km, 50 m rangeShooting 3: Prone at 11.840 km, 50 m rangeShooting 4: Standing at 15.891 km, 50 m rangeTotal Climbing: 705 m",2014-02-13,,18:00,2014,Winter
9001025,"500 metres, Men",60,Speed Skating,"Gangneung Oval, Gangneung Olympic Park, Coastal Cluster, Gangneung",na,2018-02-19,,20:53,2018,Winter
6303,"4 x 200 metres Freestyle Relay, Men",18,Swimming,"Schwimmhalle, Olympiapark, München",na,1972-08-31,,na,1972,Summer
63287,"200 metres, Men",22,Athletics,"Ol-lim-pik Ju-gyeong-gi-jang, Seoul Sports Complex, Seoul",na,1988-09-26,1988-09-28,na,1988,Summer
256317,"Kayak Singles, 500 metres, Men",26,Canoe Sprint,"Olympiako Kopelatodramio Skhoinia, Schinias National Park",na,2004-08-24,2004-08-28,na,2004,Summer
63374,"Marathon, Men",22,Athletics,"Ol-lim-pik Ju-gyeong-gi-jang, Seoul Sports Complex, Seoul",na,1988-10-02,,14:35,1988,Summer
925097,"Greatest height achieved (#3), Open",2,Ballooning,"L'Aérostation, Parc de Vincennes, Paris",na,1900-09-23,,na,1900,Summer
925749,"Long Jump - AAU Junior Championship, Boys",3,Athletics,"Francis Field, Washington University, St. Louis",na,1904-06-03,,na,1904,Summer
6797,"100 metres Breaststroke, Men",20,Swimming,"Plavatelny basseyn, Sportivny kompleks Olimpiysky, Moskva",na,1980-07-21,1980-07-22,na,1980,Summer
46500,"Singles, Men",22,Table Tennis,"Che-yuk-gwan, Seo-ul Dae-hak-gyo, Seoul",na,1988-09-23,1988-10-01,na,1988,Summer
302002,"20 kilometres Race Walk, Men",54,Athletics,"The Mall, London",na,2012-08-04,,17:00,2012,Summer
6000250,"Music, Vocals, Open",13,Art Competitions,"Helsingin Taidehalli, Helsinki",na,1952-07-16,1952-08-03,na,1952,Summer
56696,"3,000 metres, Team, Men",6,Athletics,"Stockholms Olympiastadion, Stockholm",na,1912-07-12,1912-07-13,na,1912,Summer
29843,"Light-Heavyweight (≤82½ kilograms), Men",21,Weightlifting,"Albert Gersten Pavilion, Loyola Marymount University, Los Angeles, California, USA",na,1984-08-04,,14:00-18:00,1984,Summer
19000238,"100 metres Backstroke, Women",61,Swimming,"Olympic Aquatics Centre, 2-1, 2chome, Tatsumi, Koto-ku, Tatsumi-no-Mori Seaside Park, Tokyo, Japan",na,2021-07-25,2021-07-27,na,2020,Summer
62181,"200 metres, Men",20,Athletics,"Bolshaya arena, Tsentralny stadion imeni V.I. Lenina, Moskva",na,1980-07-27,1980-07-28,na,1980,Summer
158447,"Coxed Fours, Men",16,Rowing,"Toda Rowing Course, Toda, Saitama",na,1964-10-11,1964-10-15,na,1964,Summer
332782,"Heavyweight, Freestyle (≤72 kilograms), Women",54,Wrestling,"ExCeL, Newham, London (North Arena 2)",na,2012-08-09,,na,2012,Summer
125485,"Middleweight, Greco-Roman (≤87 kilograms), Men",16,Wrestling,"Komazawa Gymnasium, Komazawa Olympic Park, Tokyo",na,1964-10-16,1964-10-19,na,1964,Summer
924126,"Curling, Women",57,Curling,"Vancouver Olympic Centre, Vancouver",na,2010-02-16,2010-02-26,na,2010,Winter
5465,"200 metres Breaststroke, Women",14,Swimming,"Olympic Park Swimming and Diving Stadium, Melbourne, Victoria",na,1956-11-29,1956-11-30,na,1956,Summer
65800,"4 x 100 metres Relay, Women",25,Athletics,"Olympic Stadium, Olympic Park, Sydney, New South Wales",na,2000-09-29,2000-09-30,na,2000,Summer
42285,"Doubles, Men",24,Badminton,"Georgia State University Sports Arena, Atlanta, Georgia",na,1996-07-25,1996-07-31,na,1996,Summer
925711,"100 yards - Olympic Elementary School Championship (St. Louis), Boys",3,Athletics,"Francis Field, Washington University, St. Louis",na,1904-05-30,,na,1904,Summer
925924,"Shot Put - YMCA Championship, Men",3,Athletics,"Francis Field, Washington University, St. Louis",na,1904-08-20,,na,1904,Summer
127843,"Lightweight, Greco-Roman (≤68 kilograms), Men",19,Wrestling,"Centre Pierre-Charbonneau, Parc olympique, Montréal, Québec",na,1976-07-20,1976-07-24,na,1976,Summer
16004,"Heavyweight (>95 kilograms), Men",20,Judo,"Dvorets sporta, Tsentralny stadion imeni V. I. Lenina, Moskva",na,1980-07-27,,10:00-19:00,1980,Summer
2090,"30 kilometres, Mass Start, Freestyle, Men",47,Cross Country Skiing,"Soldier Hollow, Wasatch Mountain State Park",Course Length: ?Height Differential: 80 mIntermediate 1: 7.5 kmIntermediate 2: 15.0 kmIntermediate 3: 22.5 kmMaximum Climb: 52 mTotal Climbing: 1144 m,2002-02-09,,12:30,2002,Winter
1608,"15 kilometres, Women",49,Biathlon,Cesana San Sicario,"Course Length: 15,000 mHeight Differential: 54 mMaximum Climb: 13 mShooting 1: Prone at 3.0 km, 50 m rangeShooting 2: Standing at 6.0 km, 50 m rangeShooting 3: Prone at 9.0 km, 50 m rangeShooting 4: Standing at 12.0 km, 50 m rangeTotal Climbing: 490 m",2006-02-13,,12:00,2006,Winter
1532,"10 kilometres Sprint, Men",41,Biathlon,"Mt. Van Hoevenberg Recreation Area, Lake Placid (Cross Country Complex)","Course Length: ?Height Differential: 98 mMaximum Climb: 42 mShooting 1: Prone at 3.0 km, 50 m rangeShooting 2: Standing at 6.0 km, 50 m rangeTotal Climbing: 217 m",1980-02-19,,09:00,1980,Winter
65446,"20 kilometres Race Walk, Men",25,Athletics,"Olympic Stadium, Olympic Park, Sydney, New South Wales",na,2000-09-22,,12:50,2000,Summer
