,Country_Name,Country_Code,Season,Year,GDP,Population,GDP_per_capita,Gold,Silver,Bronze,Total_Medals,Gold_Score,Silver_Score,Bronze_Score,Total_Score,Medals_per_GDP
1040,Brunei Darussalam,BRN,Summer,2020,27179411.990000002,441725.0,61.530164672590416,0,1,0,1,0,3,0,3,1.1037766383996006e-07
1041,Canada,CAN,Summer,2020,43258263.870000005,38037204.0,1.1372619257188306,7,6,11,24,21,18,33,72,1.664421859748575e-06
1042,China,CHN,Summer,2020,10408669.76,1411100000.0,0.007376280745517681,38,32,18,88,114,96,54,264,2.5363471614263224e-05
1043,Cote d'Ivoire,CIV,Summer,2020,2288119.498,26811790.0,0.0853400499556352,0,0,1,1,0,0,3,3,1.3111203338034751e-06
1044,Colombia,COL,Summer,2020,5307215.228,50930662.0,0.1042047171505448,0,4,1,5,0,12,3,15,2.826341000994731e-06
1045,Cuba,CUB,Summer,2020,9499590.202,11300698.0,0.8406197742829691,7,3,5,15,21,9,15,45,4.737046445490449e-06
1046,Czechia,CZE,Summer,2020,22992879.38,10697858.0,2.1492974930121522,4,4,3,11,12,12,9,33,1.4352269437252186e-06
1047,Dominican Republic,DOM,Summer,2020,7167919.159,10999664.0,0.6516489193669915,0,3,2,5,0,9,6,15,2.0926575296494637e-06
1048,Ecuador,ECU,Summer,2020,5645199.289999999,17588595.0,0.3209579440540873,2,1,0,3,6,3,0,9,1.5942749826286471e-06
1049,"Egypt, Arab Rep.",EGY,Summer,2020,3398801.432,107465134.0,0.03162701525129071,1,1,4,6,3,3,12,18,5.2959845875456255e-06
1050,Spain,ESP,Summer,2020,26959675.439999998,47365655.0,0.5691819407965539,3,8,6,17,9,24,18,51,1.8917141682029095e-06
1051,Estonia,EST,Summer,2020,23595243.68,1329522.0,17.747163025508417,1,0,1,2,3,0,3,6,2.5428853718877974e-07
1052,Ethiopia,ETH,Summer,2020,918652.5941,117190911.0,0.007838940633373863,1,1,2,4,3,3,6,12,1.306260938799868e-05
1053,Finland,FIN,Summer,2020,49170752.15,5529543.0,8.892371783707985,0,0,2,2,0,0,6,6,1.2202375879255288e-07
1054,France,FRA,Summer,2020,39055282.93,67571107.0,0.5779879102765032,10,12,11,33,30,36,33,99,2.534868334648626e-06
1055,United Kingdom,GBR,Summer,2020,40318557.57,67081000.0,0.601042882038133,22,20,22,64,66,60,66,192,4.7620751230163615e-06
1056,Georgia,GEO,Summer,2020,4255742.993,3722716.0,1.143182287609369,2,5,1,8,6,15,3,24,5.6394382930256995e-06
1057,Ghana,GHA,Summer,2020,2176579.4590000003,32180401.0,0.06763680350036658,0,0,1,1,0,0,3,3,1.3783094329936886e-06
1058,"Hong Kong SAR, China",HKG,Summer,2020,46107765.28,7481000.0,6.163315770618901,1,2,3,6,3,6,9,18,3.903897725402839e-07
1059,Hungary,HUN,Summer,2020,16120989.05,9750149.0,1.6534095068701002,6,7,7,20,18,21,21,60,3.7218560110615544e-06
1060,India,IND,Summer,2020,1910421.473,1396387127.0,0.0013681173623423127,1,2,4,7,3,6,12,21,1.0992338757071748e-05
1061,Ireland,IRL,Summer,2020,85420190.86,4985382.0,17.13413151890868,2,0,2,4,6,0,6,12,1.404820087520933e-07
1062,Israel,ISR,Summer,2020,44846791.599999994,9215100.0,4.866663584768477,2,0,2,4,6,0,6,12,2.6757766992633655e-07
1063,Italy,ITA,Summer,2020,31911035.790000003,59438851.0,0.536871679938766,10,10,20,40,30,30,60,120,3.7604545584071746e-06
1064,Jamaica,JAM,Summer,2020,4897265.897,2820436.0,1.7363506553596677,4,1,4,9,12,3,12,27,5.513280382945889e-06
1065,Jordan,JOR,Summer,2020,4042769.35,10928721.0,0.3699215443417395,0,1,1,2,0,3,3,6,1.4841311686505193e-06
1066,Japan,JPN,Summer,2020,39918167.56,126261000.0,0.31615595916395406,27,14,17,58,81,42,51,174,4.3589175214134e-06
1067,Kazakhstan,KAZ,Summer,2020,9121637.138,18755666.0,0.4863403484579007,0,0,8,8,0,0,24,24,2.6311066354545007e-06
1068,Kenya,KEN,Summer,2020,1936424.589,51985780.0,0.03724912060567332,4,4,2,10,12,12,6,30,1.5492470076251443e-05
1069,Kyrgyz Republic,KGZ,Summer,2020,1182521.7,6579900.0,0.17971727533853096,0,2,1,3,0,6,3,9,7.610853991093779e-06
1070,"Korea, Rep.",KOR,Summer,2020,31721298.91,51836239.0,0.6119521694079696,6,4,10,20,18,12,30,60,1.891473617465433e-06
1071,Lithuania,LTU,Summer,2020,20339521.27,2794885.0,7.277409006095063,0,1,0,1,0,3,0,3,1.474960968931399e-07
1072,Morocco,MAR,Summer,2020,3258121.338,36688772.0,0.0888043169719608,1,0,0,1,3,0,0,3,9.207760205276922e-07
1073,Moldova,MDA,Summer,2020,4500624.464000001,2635130.0,1.7079326120532956,0,0,1,1,0,0,3,3,6.665741663177342e-07
1074,Mexico,MEX,Summer,2020,8655000.682,125998302.0,0.06869140730166348,0,0,4,4,0,0,12,12,1.3864816931738285e-06
1075,North Macedonia,MKD,Summer,2020,5965450.232,2072531.0,2.8783406530469264,0,1,0,1,0,3,0,3,5.028958223316211e-07
1076,Namibia,NAM,Summer,2020,4251172.766,2489098.0,1.7079169908135396,0,1,0,1,0,3,0,3,7.056876220118315e-07
1077,Norway,NOR,Summer,2020,67329677.79,5379475.0,12.516031358078624,4,2,2,8,12,6,6,24,3.5645499559429865e-07
1078,New Zealand,NZL,Summer,2020,41596505.5,5090200.0,8.17188037798122,7,6,7,20,21,18,21,60,1.4424288597992926e-06
1079,Poland,POL,Summer,2020,15816989.4,37899070.0,0.41734505358574764,4,5,5,14,12,15,15,42,2.6553725831035834e-06
1080,Qatar,QAT,Summer,2020,52315660.08,2760385.0,18.952305595052863,2,0,1,3,6,0,3,9,1.7203261865065625e-07
1081,Romania,ROU,Summer,2020,13047432.059999999,19265250.0,0.6772521540078639,1,3,0,4,3,9,0,12,9.197212098761449e-07
1082,San Marino,SMR,Summer,2020,45320208.72,34007.0,1332.6729414532301,0,1,2,3,0,3,6,9,1.985869053605718e-07
1083,Serbia,SRB,Summer,2020,7733802.869,6899126.0,1.1209829866855598,3,1,5,9,9,3,15,27,3.4911673412605572e-06
1084,Slovak Republic,SVK,Summer,2020,19545742.82,5458827.0,3.580575610840937,1,2,1,4,3,6,3,12,6.139444333484789e-07
1085,Sweden,SWE,Summer,2020,52837903.980000004,10353442.0,5.103414302219494,3,6,0,9,9,18,0,27,5.109968027917976e-07
1086,Syrian Arab Republic,SYR,Summer,2020,533385.2317,20772595.0,0.025677351900424573,0,0,1,1,0,0,3,3,5.624452687672717e-06
1087,Thailand,THA,Summer,2020,6990935.503,71475664.0,0.09780861221520096,1,0,1,2,3,0,3,6,8.582542347051032e-07
1088,Turkmenistan,TKM,Summer,2020,0.0,6250438.0,0.0,0,1,0,1,0,3,0,3,0.0
1089,Tunisia,TUN,Summer,2020,3497681.41,12161723.0,0.28759752298255764,1,1,0,2,3,3,0,6,1.715422103009662e-06
1090,Turkiye,TUR,Summer,2020,8561070.948,84135428.0,0.10175346048040548,2,2,9,13,6,6,27,39,4.555504823740657e-06
1091,Uganda,UGA,Summer,2020,846767.2013,44404611.0,0.01906935298453577,2,1,1,4,6,3,3,12,1.4171545593141765e-05
1092,Ukraine,UKR,Summer,2020,3751740.7229999998,44132049.0,0.08501170482702944,1,6,12,19,3,18,36,57,1.5192947543139698e-05
1093,United States,USA,Summer,2020,63530633.48,331501080.0,0.1916453288176316,39,41,33,113,117,123,99,339,5.336008495912766e-06
1094,Uzbekistan,UZB,Summer,2020,1749655.8150000002,34232050.0,0.05111162828402039,3,0,2,5,9,0,6,15,8.573114707134556e-06
1095,"Venezuela, RB",VEN,Summer,2020,0.0,28490453.0,0.0,1,3,0,4,3,9,0,12,0.0
