,Country_Name,Gold,Silver,Bronze,Total_Medals,Year,Cumulative,Gold_Cumulative,Silver_Cumulative,Bronze_Cumulative
360,Pakistan,1,0,1,2,1960-01-01,3,1,1,1
361,Ethiopia,1,0,0,1,1960-01-01,1,1,0,0
378,Singapore,0,1,0,1,1960-01-01,1,0,1,0
363,Norway,1,0,0,1,1960-01-01,184,67,59,58
364,Switzerland,0,3,3,6,1960-01-01,157,46,61,50
365,France,0,2,3,5,1960-01-01,387,122,131,134
366,Belgium,0,2,2,4,1960-01-01,115,33,42,40
367,Islamic Republic of Iran,0,1,3,4,1960-01-01,17,2,6,9
368,Netherlands,0,1,2,3,1960-01-01,110,30,36,44
362,Greece,1,0,0,1,1960-01-01,59,14,22,23
370,Argentina,0,1,1,2,1960-01-01,40,13,16,11
369,South Africa,0,1,2,3,1960-01-01,53,16,16,21
375,India,0,1,0,1,1960-01-01,10,6,3,1
374,Ghana,0,1,0,1,1960-01-01,1,0,1,0
376,Morocco,0,1,0,1,1960-01-01,1,0,1,0
372,Canada,0,1,0,1,1960-01-01,118,31,34,53
371,United Arab Republic,0,1,1,2,1960-01-01,2,0,1,1
373,Chinese Taipei,0,1,0,1,1960-01-01,1,0,1,0
1451,Czechoslovakia,0,0,1,1,1964-01-01,78,24,30,24
1449,Italy,0,1,3,4,1964-01-01,261,100,85,76
1448,Great Britain,1,0,0,1,1964-01-01,454,141,167,146
1447,Netherlands,1,1,0,2,1964-01-01,112,31,37,44
1446,Canada,1,1,1,3,1964-01-01,121,32,35,54
1445,United States,1,2,4,7,1964-01-01,1216,502,382,332
1443,Germany,3,3,3,9,1964-01-01,360,108,129,123
1442,France,3,4,0,7,1964-01-01,394,125,135,134
1441,Finland,3,4,3,10,1964-01-01,302,100,92,110
1440,Norway,3,6,6,15,1964-01-01,199,70,65,64
1439,Austria,4,5,3,12,1964-01-01,118,30,44,44
1438,Soviet Union,11,8,6,25,1964-01-01,334,127,104,103
1444,Sweden,3,3,1,7,1964-01-01,412,130,130,152
1450,Democratic People's Republic of Korea,0,1,0,1,1964-01-01,1,0,1,0
396,Finland,3,0,2,5,1964-01-01,307,103,92,112
401,Sweden,2,2,4,8,1964-01-01,420,132,132,156
424,Nigeria,0,0,1,1,1964-01-01,1,0,0,1
425,Uruguay,0,0,1,1,1964-01-01,9,2,1,6
402,Denmark,2,1,3,6,1964-01-01,118,23,51,44
385,United States,36,26,28,90,1964-01-01,1306,538,408,360
386,Soviet Union,30,31,35,96,1964-01-01,430,157,135,138
387,Japan,16,5,8,29,1964-01-01,122,40,44,38
388,Germany,10,22,18,50,1964-01-01,410,118,151,141
389,Italy,10,10,7,27,1964-01-01,288,110,95,83
390,Hungary,10,7,5,22,1964-01-01,228,85,66,77
391,Poland,7,6,10,23,1964-01-01,89,19,27,43
392,Australia,6,2,10,18,1964-01-01,123,44,32,47
393,Czechoslovakia,5,6,3,14,1964-01-01,92,29,36,27
394,Great Britain,4,12,2,18,1964-01-01,472,145,179,148
395,Bulgaria,3,5,2,10,1964-01-01,23,5,11,7
397,New Zealand,3,0,2,5,1964-01-01,18,10,1,7
398,Romania,2,4,6,12,1964-01-01,41,11,10,20
399,Netherlands,2,4,4,10,1964-01-01,122,33,41,48
423,Mexico,0,0,1,1,1964-01-01,15,3,4,8
422,Kenya,0,0,1,1,1964-01-01,1,0,0,1
400,Türkiye,2,3,1,6,1964-01-01,39,21,11,7
420,Ghana,0,0,1,1,1964-01-01,2,0,1,1
403,Yugoslavia,2,1,2,5,1964-01-01,23,7,11,5
404,Belgium,2,0,1,3,1964-01-01,118,35,42,41
405,France,1,8,6,15,1964-01-01,409,126,143,140
406,Canada,1,2,1,4,1964-01-01,125,33,37,55
407,Switzerland,1,2,1,4,1964-01-01,161,47,63,51
408,Ethiopia,1,0,0,1,1964-01-01,2,2,0,0
409,India,1,0,0,1,1964-01-01,11,7,3,1
410,The Bahamas,1,0,0,1,1964-01-01,2,1,0,1
411,Republic of Korea,0,2,1,3,1964-01-01,9,0,3,6
412,Trinidad and Tobago,0,1,2,3,1964-01-01,6,0,2,4
413,Tunisia,0,1,1,2,1964-01-01,2,0,1,1
421,Ireland,0,0,1,1,1964-01-01,13,4,3,6
414,Argentina,0,1,0,1,1964-01-01,41,13,17,11
416,Pakistan,0,1,0,1,1964-01-01,4,1,2,1
417,Philippines,0,1,0,1,1964-01-01,6,0,1,5
418,Islamic Republic of Iran,0,0,2,2,1964-01-01,19,2,6,11
419,Brazil,0,0,1,1,1964-01-01,11,3,1,7
415,Cuba,0,1,0,1,1964-01-01,7,4,3,0
443,Bulgaria,2,4,3,9,1968-01-01,32,7,15,10
444,Islamic Republic of Iran,2,1,2,5,1968-01-01,24,4,7,13
445,Sweden,2,1,1,4,1968-01-01,424,134,133,157
446,Türkiye,2,0,0,2,1968-01-01,41,23,11,7
447,Denmark,1,4,3,8,1968-01-01,126,24,55,47
448,Canada,1,3,1,5,1968-01-01,130,34,40,56
440,Mexico,3,3,3,9,1968-01-01,24,6,7,11
449,Finland,1,2,1,4,1968-01-01,311,104,94,113
442,Netherlands,3,3,1,7,1968-01-01,129,36,44,49
441,Yugoslavia,3,3,2,8,1968-01-01,31,10,14,7
439,Kenya,3,4,2,9,1968-01-01,10,3,4,3
434,Australia,5,7,5,17,1968-01-01,140,49,39,52
437,Romania,4,6,5,15,1968-01-01,56,15,16,25
436,Poland,5,2,11,18,1968-01-01,107,24,29,54
435,Great Britain,5,5,3,13,1968-01-01,485,150,184,151
450,Ethiopia,1,1,0,2,1968-01-01,4,3,1,0
433,West Germany,5,11,10,26,1968-01-01,26,5,11,10
432,Czechoslovakia,7,2,4,13,1968-01-01,105,36,38,31
431,France,7,3,5,15,1968-01-01,424,133,146,145
430,East Germany,9,9,7,25,1968-01-01,25,9,9,7
429,Hungary,10,10,12,32,1968-01-01,260,95,76,89
428,Japan,11,7,7,25,1968-01-01,147,51,51,45
426,United States,45,28,34,107,1968-01-01,1413,583,436,394
438,Italy,3,4,9,16,1968-01-01,304,113,99,92
451,Norway,1,1,0,2,1968-01-01,201,71,66,64
427,Soviet Union,29,32,30,91,1968-01-01,521,186,167,168
453,Tunisia,1,0,1,2,1968-01-01,4,1,1,2
1466,Romania,0,0,1,1,1968-01-01,57,15,16,26
1465,Switzerland,0,2,4,6,1968-01-01,167,47,65,55
1464,Canada,1,1,1,3,1968-01-01,133,35,41,57
1463,Czechoslovakia,1,2,1,4,1968-01-01,109,37,40,32
1462,Finland,1,2,2,5,1968-01-01,316,105,96,115
1461,East Germany,1,2,2,5,1968-01-01,30,10,11,9
452,New Zealand,1,0,2,3,1968-01-01,21,11,1,9
1459,West Germany,2,2,3,7,1968-01-01,33,7,13,13
1458,Sweden,3,2,3,8,1968-01-01,432,137,135,160
1457,Netherlands,3,3,3,9,1968-01-01,138,39,47,52
1456,Austria,3,4,4,11,1968-01-01,129,33,48,48
1455,Italy,4,0,0,4,1968-01-01,308,117,99,92
1454,France,4,3,2,9,1968-01-01,433,137,149,147
1453,Soviet Union,5,5,3,13,1968-01-01,534,191,172,171
1452,Norway,6,6,2,14,1968-01-01,215,77,72,66
1460,United States,1,5,1,7,1968-01-01,1420,584,441,395
468,Greece,0,0,1,1,1968-01-01,60,14,22,24
469,India,0,0,1,1,1968-01-01,12,7,3,2
454,Pakistan,1,0,0,1,1968-01-01,5,2,2,1
455,Venezuela,1,0,0,1,1968-01-01,3,1,0,2
456,Cuba,0,4,0,4,1968-01-01,11,4,7,0
457,Austria,0,2,2,4,1968-01-01,133,33,50,50
458,Switzerland,0,1,4,5,1968-01-01,172,47,66,59
460,Brazil,0,1,2,3,1968-01-01,14,3,2,9
459,Mongolia,0,1,3,4,1968-01-01,4,0,1,3
462,Republic of Korea,0,1,1,2,1968-01-01,11,0,4,7
463,Uganda,0,1,1,2,1968-01-01,2,0,1,1
464,Cameroon,0,1,0,1,1968-01-01,1,0,1,0
465,Jamaica,0,1,0,1,1968-01-01,9,3,6,0
466,Argentina,0,0,2,2,1968-01-01,43,13,17,13
467,Chinese Taipei,0,0,1,1,1968-01-01,2,0,1,1
461,Belgium,0,1,1,2,1968-01-01,120,35,43,42
1483,Canada,0,1,0,1,1972-01-01,134,35,42,57
1482,France,0,1,2,3,1972-01-01,436,137,150,149
1481,Finland,0,4,1,5,1972-01-01,321,105,100,116
1480,Spain,1,0,0,1,1972-01-01,9,3,4,2
1479,Poland,1,0,0,1,1972-01-01,108,25,29,54
1478,Czechoslovakia,1,0,2,3,1972-01-01,112,38,40,34
1477,Japan,1,1,1,3,1972-01-01,150,52,52,46
1473,Norway,2,5,5,12,1972-01-01,227,79,77,71
1475,Austria,1,2,2,5,1972-01-01,138,34,52,52
1474,Italy,2,2,1,5,1972-01-01,313,119,101,93
1472,West Germany,3,1,1,5,1972-01-01,38,10,14,14
1471,United States,3,2,3,8,1972-01-01,1428,587,443,398
1470,Netherlands,4,3,2,9,1972-01-01,147,43,50,54
1468,East Germany,4,3,7,14,1972-01-01,44,14,14,16
1467,Soviet Union,8,5,3,16,1972-01-01,550,199,177,174
1476,Sweden,1,1,2,4,1972-01-01,436,138,136,162
1469,Switzerland,4,3,3,10,1972-01-01,182,51,69,62
495,Switzerland,0,3,0,3,1972-01-01,185,51,72,62
470,Soviet Union,50,27,22,99,1972-01-01,649,249,204,196
516,Nigeria,0,0,1,1,1972-01-01,2,0,0,2
515,Niger,0,0,1,1,1972-01-01,1,0,0,1
514,Jamaica,0,0,1,1,1972-01-01,10,3,6,1
513,India,0,0,1,1,1972-01-01,13,7,3,3
512,Ghana,0,0,1,1,1972-01-01,3,0,1,2
494,Denmark,1,0,0,1,1972-01-01,127,25,55,47
510,Brazil,0,0,2,2,1972-01-01,16,3,2,11
509,Türkiye,0,1,0,1,1972-01-01,42,23,12,7
508,Tunisia,0,1,0,1,1972-01-01,5,1,2,2
507,Republic of Korea,0,1,0,1,1972-01-01,12,0,5,7
506,Pakistan,0,1,0,1,1972-01-01,6,2,3,1
505,Mongolia,0,1,0,1,1972-01-01,5,0,2,3
504,Mexico,0,1,0,1,1972-01-01,25,6,8,11
503,Lebanon,0,1,0,1,1972-01-01,3,0,2,1
502,Argentina,0,1,0,1,1972-01-01,44,13,18,13
501,Colombia,0,1,2,3,1972-01-01,3,0,1,2
500,Austria,0,1,2,3,1972-01-01,141,34,53,54
499,Greece,0,2,0,2,1972-01-01,62,14,24,24
498,Belgium,0,2,0,2,1972-01-01,122,35,45,42
497,Islamic Republic of Iran,0,2,1,3,1972-01-01,27,4,9,14
496,Canada,0,2,3,5,1972-01-01,139,35,44,60
517,Spain,0,0,1,1,1972-01-01,10,3,4,3
493,Uganda,1,1,0,2,1972-01-01,4,1,2,1
511,Ethiopia,0,0,2,2,1972-01-01,6,3,1,2
491,Democratic People's Republic of Korea,1,1,3,5,1972-01-01,6,1,2,3
471,United States,33,31,30,94,1972-01-01,1522,620,474,428
472,East Germany,20,23,23,66,1972-01-01,110,34,37,39
492,New Zealand,1,1,1,3,1972-01-01,24,12,2,10
474,Japan,13,8,8,29,1972-01-01,179,65,60,54
475,Australia,8,7,2,17,1972-01-01,157,57,46,54
476,Poland,7,5,9,21,1972-01-01,129,32,34,63
477,Hungary,6,13,16,35,1972-01-01,295,101,89,105
478,Bulgaria,6,10,5,21,1972-01-01,53,13,25,15
479,Italy,5,3,10,18,1972-01-01,331,124,104,103
480,Sweden,4,6,6,16,1972-01-01,452,142,142,168
473,West Germany,13,11,16,40,1972-01-01,78,23,25,30
482,Romania,3,6,7,16,1972-01-01,73,18,22,33
481,Great Britain,4,5,9,18,1972-01-01,503,154,189,160
490,Norway,2,1,1,4,1972-01-01,231,81,78,72
488,Kenya,2,3,4,9,1972-01-01,19,5,7,7
487,Czechoslovakia,2,4,2,8,1972-01-01,120,40,44,36
489,Yugoslavia,2,1,2,5,1972-01-01,36,12,15,9
485,Netherlands,3,1,1,5,1972-01-01,152,46,51,55
484,Finland,3,1,4,8,1972-01-01,329,108,101,120
483,Cuba,3,1,4,8,1972-01-01,19,7,8,4
486,France,2,4,7,13,1972-01-01,449,139,154,156
1497,Liechtenstein,0,0,2,2,1976-01-01,2,0,0,2
1492,Netherlands,1,2,3,6,1976-01-01,158,47,53,58
1496,Czechoslovakia,0,1,0,1,1976-01-01,121,40,45,36
1495,Great Britain,1,0,0,1,1976-01-01,504,155,189,160
1494,Canada,1,1,1,3,1976-01-01,142,36,45,61
1493,Italy,1,2,1,4,1976-01-01,335,125,106,104
1491,Switzerland,1,3,1,5,1976-01-01,190,52,75,63
1486,United States,3,3,4,10,1976-01-01,1532,623,477,432
1489,Finland,2,4,1,7,1976-01-01,336,110,105,121
1488,West Germany,2,5,3,10,1976-01-01,88,25,30,33
1487,Norway,3,3,1,7,1976-01-01,238,84,81,73
1485,East Germany,7,5,7,19,1976-01-01,129,41,42,46
1484,Soviet Union,13,6,8,27,1976-01-01,676,262,210,204
1498,Sweden,0,0,2,2,1976-01-01,454,142,142,170
1490,Austria,2,2,2,6,1976-01-01,147,36,55,56
1499,France,0,0,1,1,1976-01-01,450,139,154,157
556,Pakistan,0,0,1,1,1976-01-01,7,2,3,2
550,Islamic Republic of Iran,0,1,1,2,1976-01-01,29,4,10,15
539,Jamaica,1,1,0,2,1976-01-01,12,4,7,1
540,Norway,1,1,0,2,1976-01-01,240,85,82,73
541,Denmark,1,0,2,3,1976-01-01,130,26,55,49
543,Trinidad and Tobago,1,0,0,1,1976-01-01,7,1,2,4
544,Canada,0,5,6,11,1976-01-01,153,36,50,67
545,Belgium,0,3,3,6,1976-01-01,128,35,48,45
546,Netherlands,0,2,3,5,1976-01-01,163,47,55,61
547,Portugal,0,2,0,2,1976-01-01,9,0,4,5
548,Spain,0,2,0,2,1976-01-01,12,3,6,3
549,Australia,0,1,4,5,1976-01-01,162,57,47,58
551,Mongolia,0,1,0,1,1976-01-01,6,0,3,3
552,Venezuela,0,1,0,1,1976-01-01,4,1,1,2
553,Brazil,0,0,2,2,1976-01-01,18,3,2,13
554,Austria,0,0,1,1,1976-01-01,148,36,55,57
555,Bermuda,0,0,1,1,1976-01-01,1,0,0,1
557,Puerto Rico,0,0,1,1,1976-01-01,2,0,0,2
558,Thailand,0,0,1,1,1976-01-01,1,0,0,1
538,Democratic People's Republic of Korea,1,1,0,2,1976-01-01,8,2,3,3
537,Switzerland,1,1,2,4,1976-01-01,194,53,76,65
542,Mexico,1,0,1,2,1976-01-01,27,7,8,12
535,New Zealand,2,1,1,4,1976-01-01,28,14,3,11
518,Soviet Union,49,41,35,125,1976-01-01,801,311,251,239
519,East Germany,40,25,25,90,1976-01-01,219,81,67,71
520,United States,34,35,25,94,1976-01-01,1626,657,512,457
521,West Germany,10,12,17,39,1976-01-01,127,35,42,50
536,Republic of Korea,1,1,4,6,1976-01-01,18,1,6,11
523,Poland,7,6,13,26,1976-01-01,155,39,40,76
524,Bulgaria,6,9,7,22,1976-01-01,75,19,34,22
525,Cuba,6,4,3,13,1976-01-01,32,13,12,7
526,Romania,4,9,14,27,1976-01-01,100,22,31,47
522,Japan,9,6,10,25,1976-01-01,204,74,66,64
528,Finland,4,2,0,6,1976-01-01,342,114,107,121
529,Sweden,4,1,0,5,1976-01-01,459,146,143,170
530,Great Britain,3,5,5,13,1976-01-01,517,158,194,165
531,Italy,2,7,4,13,1976-01-01,348,127,113,108
532,France,2,3,4,9,1976-01-01,459,141,157,161
533,Yugoslavia,2,3,3,8,1976-01-01,44,14,18,12
534,Czechoslovakia,2,2,4,8,1976-01-01,129,42,47,40
527,Hungary,4,5,13,22,1976-01-01,317,105,94,118
1502,United States,6,4,2,12,1980-01-01,1638,663,516,459
1501,East Germany,9,7,7,23,1980-01-01,242,90,74,78
1500,Soviet Union,10,6,6,22,1980-01-01,823,321,257,245
594,Lebanon,0,0,1,1,1980-01-01,4,0,2,2
593,Guyana,0,0,1,1,1980-01-01,1,0,0,1
589,Ireland,0,1,1,2,1980-01-01,15,4,4,7
591,Venezuela,0,1,0,1,1980-01-01,5,1,2,2
590,Uganda,0,1,0,1,1980-01-01,5,1,3,1
1503,Austria,3,2,2,7,1980-01-01,155,39,57,59
588,Netherlands,0,1,2,3,1980-01-01,166,47,56,63
592,Jamaica,0,0,3,3,1980-01-01,15,4,7,4
1504,Sweden,3,0,1,4,1980-01-01,463,149,143,171
576,Ethiopia,2,0,2,4,1980-01-01,10,5,1,4
1506,Finland,1,5,3,9,1980-01-01,351,115,112,124
1507,Norway,1,3,6,10,1980-01-01,250,86,85,79
1508,Netherlands,1,2,1,4,1980-01-01,170,48,58,64
1509,Switzerland,1,1,3,5,1980-01-01,199,54,77,68
1510,Great Britain,1,0,0,1,1980-01-01,518,159,194,165
1511,West Germany,0,2,3,5,1980-01-01,132,35,44,53
1512,Italy,0,2,0,2,1980-01-01,350,127,115,108
1513,Canada,0,1,1,2,1980-01-01,155,36,51,68
1514,Hungary,0,1,0,1,1980-01-01,318,105,95,118
1518,France,0,0,1,1,1980-01-01,460,141,157,162
1517,Czechoslovakia,0,0,1,1,1980-01-01,130,42,47,41
587,Mexico,0,1,3,4,1980-01-01,31,7,9,15
1505,Liechtenstein,2,2,0,4,1980-01-01,6,2,2,2
586,United Republic of Tanzania,0,2,0,2,1980-01-01,2,0,2,0
566,France,6,5,3,14,1980-01-01,474,147,162,165
584,Democratic People's Republic of Korea,0,3,2,5,1980-01-01,13,2,6,5
559,Soviet Union,80,69,46,195,1980-01-01,1018,401,326,291
560,East Germany,47,37,42,126,1980-01-01,368,137,111,120
561,Bulgaria,8,16,17,41,1980-01-01,116,27,50,39
562,Cuba,8,7,5,20,1980-01-01,52,21,19,12
563,Italy,8,3,4,15,1980-01-01,365,135,118,112
564,Hungary,7,10,15,32,1980-01-01,350,112,105,133
565,Romania,6,6,13,25,1980-01-01,125,28,37,60
1516,Bulgaria,0,0,1,1,1980-01-01,117,27,50,40
567,Great Britain,5,7,9,21,1980-01-01,539,164,201,174
568,Poland,3,14,15,32,1980-01-01,187,42,54,91
569,Sweden,3,3,6,12,1980-01-01,475,152,146,177
570,Finland,3,1,4,8,1980-01-01,359,118,113,128
571,Czechoslovakia,2,3,9,14,1980-01-01,144,44,50,50
572,Yugoslavia,2,3,4,9,1980-01-01,53,16,21,16
573,Australia,2,2,5,9,1980-01-01,171,59,49,63
574,Denmark,2,1,2,5,1980-01-01,135,28,56,51
575,Brazil,2,0,2,4,1980-01-01,22,5,2,15
577,Switzerland,2,0,0,2,1980-01-01,201,56,77,68
578,Spain,1,3,2,6,1980-01-01,18,4,9,5
579,Austria,1,2,1,4,1980-01-01,159,40,59,60
580,Greece,1,0,2,3,1980-01-01,65,15,24,26
581,Belgium,1,0,0,1,1980-01-01,129,36,48,45
582,India,1,0,0,1,1980-01-01,14,8,3,3
583,Zimbabwe,1,0,0,1,1980-01-01,1,1,0,0
585,Mongolia,0,2,2,4,1980-01-01,10,0,5,5
1515,Japan,0,1,0,1,1980-01-01,205,74,67,64
641,Zambia,0,0,1,1,1984-01-01,1,0,0,1
640,Iceland,0,0,1,1,1984-01-01,2,0,1,1
639,Dominican Republic,0,0,1,1,1984-01-01,1,0,0,1
615,Belgium,1,1,2,4,1984-01-01,133,37,49,47
1520,Soviet Union,6,10,9,25,1984-01-01,1043,407,336,300
638,Chinese Taipei,0,0,1,1,1984-01-01,3,0,1,2
1535,Austria,0,0,1,1,1984-01-01,160,40,59,61
1534,Liechtenstein,0,0,2,2,1984-01-01,8,2,2,4
1533,Yugoslavia,0,1,0,1,1984-01-01,54,16,22,16
1532,Japan,0,1,0,1,1984-01-01,206,74,68,64
1531,France,0,1,2,3,1984-01-01,477,147,163,167
1530,Czechoslovakia,0,2,4,6,1984-01-01,150,44,52,54
1519,East Germany,9,9,6,24,1984-01-01,392,146,120,126
1529,Great Britain,1,0,0,1,1984-01-01,540,165,201,174
1527,West Germany,2,1,1,4,1984-01-01,136,37,45,54
1526,Canada,2,1,1,4,1984-01-01,159,38,52,69
1525,Switzerland,2,2,1,5,1984-01-01,206,58,79,69
1524,Norway,3,2,4,9,1984-01-01,259,89,87,83
1523,Sweden,4,2,2,8,1984-01-01,483,156,148,179
1522,Finland,4,3,6,13,1984-01-01,372,122,116,134
1521,United States,4,4,0,8,1984-01-01,1646,667,520,459
1528,Italy,2,0,0,2,1984-01-01,367,137,118,112
637,Cameroon,0,0,1,1,1984-01-01,2,0,1,1
623,Norway,0,1,2,3,1984-01-01,262,89,88,85
635,Venezuela,0,0,3,3,1984-01-01,8,1,2,5
605,Great Britain,5,11,21,37,1984-01-01,577,170,212,195
606,France,5,7,16,28,1984-01-01,505,152,170,183
607,Netherlands,5,2,6,13,1984-01-01,183,53,60,70
608,Australia,4,8,12,24,1984-01-01,195,63,57,75
609,Finland,4,2,6,12,1984-01-01,384,126,118,140
610,Sweden,2,11,6,19,1984-01-01,502,158,159,185
611,Mexico,2,3,1,6,1984-01-01,37,9,12,16
631,Peru,0,1,0,1,1984-01-01,2,1,1,0
630,Ireland,0,1,0,1,1984-01-01,16,4,5,7
629,Egypt,0,1,0,1,1984-01-01,16,6,5,5
628,Côte d'Ivoire,0,1,0,1,1984-01-01,1,0,1,0
604,Republic of Korea,6,6,7,19,1984-01-01,37,7,12,18
627,Colombia,0,1,0,1,1984-01-01,4,0,2,2
625,Nigeria,0,1,1,2,1984-01-01,4,0,1,3
624,Greece,0,1,1,2,1984-01-01,67,15,25,27
636,Algeria,0,0,2,2,1984-01-01,2,0,0,2
622,Jamaica,0,1,2,3,1984-01-01,18,4,8,6
621,Denmark,0,3,3,6,1984-01-01,141,28,59,54
620,Switzerland,0,4,4,8,1984-01-01,214,58,83,73
619,Pakistan,1,0,0,1,1984-01-01,8,3,3,2
618,Portugal,1,0,2,3,1984-01-01,12,1,4,7
617,Kenya,1,0,2,3,1984-01-01,22,6,7,9
616,Austria,1,1,1,3,1984-01-01,163,41,60,62
614,Spain,1,2,2,5,1984-01-01,23,5,11,7
626,Puerto Rico,0,1,1,2,1984-01-01,4,0,1,3
603,Yugoslavia,7,4,7,18,1984-01-01,72,23,26,23
602,New Zealand,8,1,2,11,1984-01-01,39,22,4,13
601,Japan,10,8,14,32,1984-01-01,238,84,76,78
634,Türkiye,0,0,3,3,1984-01-01,45,23,12,10
633,Thailand,0,1,0,1,1984-01-01,2,0,1,1
632,Syrian Arab Republic,0,1,0,1,1984-01-01,1,0,1,0
613,Brazil,1,5,2,8,1984-01-01,30,6,7,17
595,United States,83,61,30,174,1984-01-01,1820,750,581,489
612,Morocco,2,0,0,2,1984-01-01,3,2,1,0
600,Canada,10,18,16,44,1984-01-01,203,48,70,85
599,Italy,14,6,12,32,1984-01-01,399,151,124,124
598,People's Republic of China,15,8,9,32,1984-01-01,32,15,8,9
597,West Germany,17,19,23,59,1984-01-01,195,54,64,77
596,Romania,20,16,17,53,1984-01-01,178,48,53,77
1536,Soviet Union,11,9,9,29,1988-01-01,1072,418,345,309
1551,Japan,0,0,1,1,1988-01-01,239,84,76,79
1550,Czechoslovakia,0,1,2,3,1988-01-01,153,44,53,56
1549,Yugoslavia,0,2,1,3,1988-01-01,75,23,28,24
1548,Canada,0,2,3,5,1988-01-01,208,48,72,88
1547,Norway,0,3,2,5,1988-01-01,267,89,91,87
1546,France,1,0,1,2,1988-01-01,507,153,170,184
1544,United States,2,1,3,6,1988-01-01,1826,752,582,492
1543,West Germany,2,4,2,8,1988-01-01,203,56,68,79
1541,Austria,3,5,2,10,1988-01-01,173,44,65,64
1540,Sweden,4,0,2,6,1988-01-01,508,162,159,187
1539,Finland,4,1,2,7,1988-01-01,391,130,119,142
1538,Switzerland,5,5,5,15,1988-01-01,229,63,88,78
1537,East Germany,9,10,6,25,1988-01-01,417,155,130,132
1545,Italy,2,1,2,5,1988-01-01,404,153,125,126
1542,Netherlands,3,2,2,7,1988-01-01,190,56,62,72
1552,Liechtenstein,0,0,1,1,1988-01-01,9,2,2,5
673,Sweden,0,4,7,11,1988-01-01,519,162,163,194
642,Soviet Union,55,31,46,132,1988-01-01,1204,473,376,355
643,East Germany,37,35,30,102,1988-01-01,519,192,165,162
644,United States,36,31,27,94,1988-01-01,1920,788,613,519
645,Republic of Korea,12,10,11,33,1988-01-01,70,19,22,29
646,West Germany,11,14,15,40,1988-01-01,243,67,82,94
647,Hungary,11,6,6,23,1988-01-01,373,123,111,139
648,Bulgaria,10,12,13,35,1988-01-01,152,37,62,53
649,Romania,7,11,6,24,1988-01-01,202,55,64,83
650,France,6,4,6,16,1988-01-01,523,159,174,190
651,Italy,6,4,4,14,1988-01-01,418,159,129,130
652,People's Republic of China,5,11,12,28,1988-01-01,60,20,19,21
653,Great Britain,5,10,9,24,1988-01-01,601,175,222,204
654,Kenya,5,2,2,9,1988-01-01,31,11,9,11
655,Japan,4,3,7,14,1988-01-01,253,88,79,86
656,Australia,3,6,5,14,1988-01-01,209,66,63,80
657,Yugoslavia,3,4,5,12,1988-01-01,87,26,32,29
658,Czechoslovakia,3,3,2,8,1988-01-01,161,47,56,58
672,Suriname,1,0,0,1,1988-01-01,1,1,0,0
671,Portugal,1,0,0,1,1988-01-01,13,2,4,7
670,Austria,1,0,0,1,1988-01-01,174,45,65,64
669,Morocco,1,0,2,3,1988-01-01,6,3,1,2
668,Türkiye,1,1,0,2,1988-01-01,47,24,13,10
667,Spain,1,1,2,4,1988-01-01,27,6,12,9
674,Switzerland,0,2,2,4,1988-01-01,233,63,90,80
666,Finland,1,1,2,4,1988-01-01,395,131,120,144
664,Denmark,2,1,1,4,1988-01-01,145,30,60,55
663,Netherlands,2,2,5,9,1988-01-01,199,58,64,77
662,Norway,2,3,0,5,1988-01-01,272,91,94,87
661,Poland,2,5,9,16,1988-01-01,203,44,59,100
660,Canada,3,2,5,10,1988-01-01,218,51,74,93
659,New Zealand,3,2,8,13,1988-01-01,52,25,6,21
665,Brazil,1,2,3,6,1988-01-01,36,7,9,20
675,Jamaica,0,2,0,2,1988-01-01,20,4,10,6
676,Argentina,0,1,1,2,1988-01-01,46,13,19,14
691,Pakistan,0,0,1,1,1988-01-01,9,3,3,3
693,Thailand,0,0,1,1,1988-01-01,3,0,1,2
692,Philippines,0,0,1,1,1988-01-01,7,0,1,6
690,Mongolia,0,0,1,1,1988-01-01,11,0,5,6
689,Greece,0,0,1,1,1988-01-01,68,15,25,28
688,Djibouti,0,0,1,1,1988-01-01,1,0,0,1
686,Mexico,0,0,2,2,1988-01-01,39,9,12,18
685,Belgium,0,0,2,2,1988-01-01,135,37,49,49
687,Colombia,0,0,1,1,1988-01-01,5,0,2,3
683,Senegal,0,1,0,1,1988-01-01,1,0,1,0
682,Peru,0,1,0,1,1988-01-01,3,1,2,0
681,Netherlands Antilles,0,1,0,1,1988-01-01,1,0,1,0
680,Islamic Republic of Iran,0,1,0,1,1988-01-01,30,4,11,15
679,Indonesia,0,1,0,1,1988-01-01,1,0,1,0
678,Costa Rica,0,1,0,1,1988-01-01,1,0,1,0
677,Chile,0,1,0,1,1988-01-01,8,0,6,2
684,United States Virgin Islands,0,1,0,1,1988-01-01,1,0,1,0
735,Namibia,0,2,0,2,1992-01-01,2,0,2,0
739,Individual Olympic Athletes,0,1,2,3,1992-01-01,3,0,1,2
738,Croatia,0,1,2,3,1992-01-01,3,0,1,2
737,Belgium,0,1,2,3,1992-01-01,138,37,50,51
736,South Africa,0,2,0,2,1992-01-01,55,16,18,21
734,Austria,0,2,0,2,1992-01-01,176,45,67,64
1568,Luxembourg,0,2,0,2,1992-01-01,7,3,4,0
732,Nigeria,0,3,1,4,1992-01-01,8,0,4,4
731,Jamaica,0,3,1,4,1992-01-01,24,4,13,7
730,Switzerland,1,0,0,1,1992-01-01,234,64,90,80
729,Lithuania,1,0,1,2,1992-01-01,2,1,0,1
